學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
111,1039,玄奘大學,3131016,應用心理學系,D 日,B 學士,263,116,147,23,30,24,39,35,35,22,36,0,0,0,0,0,0,12,7,18 新竹市,1 一般
111,1039,玄奘大學,3131016,應用心理學系,N 職,M 碩士,82,20,62,5,21,6,21,6,10,3,10,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,1039,玄奘大學,3131016,應用心理學系,P 進,B 學士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18 新竹市,1 一般
111,1065,吳鳳科技大學,2112005,應用數位媒體系,D 日,B 四技,322,220,102,42,21,58,17,58,34,61,27,0,0,0,0,0,0,1,3,10 嘉義縣,2 技職
111,1065,吳鳳科技大學,2112005,應用數位媒體系,N 修,C 二技,44,22,22,0,0,0,0,13,12,9,10,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
111,1065,吳鳳科技大學,2112005,應用數位媒體系_數位設計技術國際學生產學合作專班,D 日,B 四技,21,16,5,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
111,1065,吳鳳科技大學,2112005,應用數位媒體系碩士在職專班,N 職,M 碩士,36,19,17,11,7,7,10,1,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
111,3,國立臺灣大學,5499061,應用數學科學研究所,D 日,M 碩士,28,21,7,8,5,6,0,6,2,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1,國立政治大學,5411078,應用數學系,D 日,D 博士,8,6,2,2,0,1,0,2,0,1,1,0,0,0,0,0,1,0,0,30 臺北市,1 一般
111,1,國立政治大學,5411078,應用數學系,D 日,M 碩士,54,46,8,11,3,13,4,13,0,9,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1,國立政治大學,5411078,應用數學系,D 日,B 學士,183,137,46,33,9,34,8,31,14,22,12,0,0,0,0,0,0,17,3,30 臺北市,1 一般
111,6,國立中興大學,5411041,應用數學系,D 日,D 博士,16,11,5,2,0,3,3,0,1,1,1,2,0,0,0,3,0,0,0,19 臺中市,1 一般
111,6,國立中興大學,5411041,應用數學系,D 日,M 碩士,10,8,2,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,6,國立中興大學,5411041,應用數學系,D 日,B 學士,337,257,80,60,18,61,21,65,17,56,23,0,0,0,0,0,0,15,1,19 臺中市,1 一般
111,7,國立陽明交通大學,5411045,應用數學系,D 日,D 博士,15,12,3,4,0,4,1,2,0,2,1,0,1,0,0,0,0,0,0,18 新竹市,1 一般
111,7,國立陽明交通大學,5411045,應用數學系,D 日,M 碩士,52,46,6,23,1,14,4,8,1,1,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,7,國立陽明交通大學,5411045,應用數學系,D 日,B 學士,217,174,43,41,13,43,7,36,10,38,11,0,0,0,0,0,0,16,2,18 新竹市,1 一般
111,9,國立中山大學,5411051,應用數學系,D 日,D 博士,6,4,2,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,50 高雄市,1 一般
111,9,國立中山大學,5411051,應用數學系,D 日,M 碩士,66,41,25,21,12,16,11,3,2,1,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,9,國立中山大學,5411051,應用數學系,D 日,B 學士,209,165,44,40,12,40,9,38,8,35,15,0,0,0,0,0,0,12,0,50 高雄市,1 一般
111,18,國立嘉義大學,5411062,應用數學系,D 日,M 碩士,9,7,2,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,20 嘉義市,1 一般
111,18,國立嘉義大學,5411062,應用數學系,D 日,B 學士,167,125,42,22,10,31,16,33,10,36,5,0,0,0,0,0,0,3,1,20 嘉義市,1 一般
111,19,國立高雄大學,5411024,應用數學系,D 日,D 博士,4,4,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,50 高雄市,1 一般
111,19,國立高雄大學,5411024,應用數學系,D 日,M 碩士,11,8,3,4,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,19,國立高雄大學,5411024,應用數學系,D 日,B 學士,216,168,48,36,6,35,14,42,16,40,12,0,0,0,0,0,0,15,0,50 高雄市,1 一般
111,20,國立東華大學,5411074,應用數學系,D 日,D 博士,6,6,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,15 花蓮縣,1 一般
111,20,國立東華大學,5411074,應用數學系,D 日,M 碩士,15,12,3,2,0,7,0,2,2,1,1,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
111,20,國立東華大學,5411074,應用數學系,D 日,B 學士,306,220,86,52,22,51,20,55,22,51,17,0,0,0,0,0,0,11,5,15 花蓮縣,1 一般
111,30,國立臺東大學,5411024,應用數學系,D 日,B 學士,165,119,46,26,14,31,13,26,10,27,8,0,0,0,0,0,0,9,1,14 臺東縣,1 一般
111,36,國立臺南大學,5411047,應用數學系,D 日,M 碩士,23,14,9,6,4,5,3,2,2,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,36,國立臺南大學,5411047,應用數學系,D 日,B 學士,154,124,30,36,5,29,11,32,8,24,6,0,0,0,0,0,0,3,0,21 臺南市,1 一般
111,36,國立臺南大學,5411047,應用數學系,N 職,M 碩士,25,3,22,1,11,1,10,0,0,0,0,1,1,0,0,0,0,0,0,21 臺南市,1 一般
111,52,國立屏東大學,5411055,應用數學系,D 日,M 碩士,12,8,4,0,3,5,0,3,1,0,0,0,0,0,0,0,0,0,0,13 屏東縣,1 一般
111,52,國立屏東大學,5411055,應用數學系,D 日,B 學士,142,101,41,24,5,26,11,21,14,23,7,0,0,0,0,0,0,7,4,13 屏東縣,1 一般
111,1001,東海大學,5411034,應用數學系,D 日,M 碩士,12,6,6,3,2,0,2,1,1,2,0,0,1,0,0,0,0,0,0,19 臺中市,1 一般
111,1001,東海大學,5411034,應用數學系,D 日,B 學士,166,111,55,14,11,34,16,29,9,24,17,0,0,0,0,0,0,10,2,19 臺中市,1 一般
111,1004,中原大學,5411027,應用數學系,D 日,D 博士,6,5,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,03 桃園市,1 一般
111,1004,中原大學,5411027,應用數學系,D 日,M 碩士,34,19,15,11,11,6,3,2,1,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,1004,中原大學,5411027,應用數學系,D 日,B 學士,412,310,102,76,25,69,33,77,19,68,18,0,0,0,0,0,0,20,7,03 桃園市,1 一般
111,1004,中原大學,5411027,應用數學系,N 職,M 碩士,8,4,4,2,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,03 桃園市,1 一般
111,1006,中國文化大學,5411114,應用數學系,D 日,B 學士,235,163,72,16,13,26,16,48,19,41,14,0,0,0,0,0,0,32,10,30 臺北市,1 一般
111,1007,逢甲大學,5411039,應用數學系,D 日,M 碩士,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,1007,逢甲大學,5411039,應用數學系,D 日,B 學士,386,298,88,66,18,59,26,75,21,77,19,0,0,0,0,0,0,21,4,19 臺中市,1 一般
111,6,國立中興大學,5411041,應用數學系大數據碩士在職專班,N 職,M 碩士,41,27,14,8,4,9,3,6,4,4,2,0,1,0,0,0,0,0,0,19 臺中市,1 一般
111,7,國立陽明交通大學,5411045,應用數學系數學建模與科學計算碩士班,D 日,M 碩士,15,13,2,5,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,20,國立東華大學,5411074,應用數學系統計碩士班,D 日,M 碩士,14,9,5,1,2,4,3,3,0,1,0,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
111,6,國立中興大學,5411041,應用數學系計算科學碩士班,D 日,M 碩士,9,7,2,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,1017,實踐大學,2311006,應用日文學系,D 日,B 學士,372,164,208,28,36,31,47,52,40,38,55,0,0,0,0,0,0,15,30,30 臺北市,1 一般
111,52,國立屏東大學,2311031,應用日語學系,D 日,B 學士,243,82,161,23,36,28,33,15,41,14,42,0,0,0,0,0,0,2,9,13 屏東縣,1 一般
111,1011,中華大學,2311002,應用日語學系,D 日,B 學士,258,133,125,25,14,24,25,40,36,35,38,0,0,0,0,0,0,9,12,18 新竹市,1 一般
111,1012,大葉大學,2311006,應用日語學系,D 日,B 學士,218,113,105,19,19,20,21,34,26,27,35,0,0,0,0,0,0,13,4,07 彰化縣,1 一般
111,1012,大葉大學,2311006,應用日語學系,P 進,B 學士,21,14,7,4,0,1,2,2,3,7,2,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
111,1014,義守大學,2311003,應用日語學系,D 日,B 學士,280,119,161,31,30,29,36,27,44,27,44,0,0,0,0,0,0,5,7,12 高雄市,1 一般
111,1014,義守大學,2311003,應用日語學系,P 進,B 學士,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12 高雄市,1 一般
111,1016,銘傳大學,2311010,應用日語學系,D 日,M 碩士,27,8,19,2,5,1,7,5,3,0,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1016,銘傳大學,2311010,應用日語學系,D 日,B 學士,483,153,330,31,65,44,80,30,87,36,85,0,0,0,0,0,0,12,13,30 臺北市,1 一般
111,1021,真理大學,2311009,應用日語學系,D 日,B 學士,289,116,173,18,23,30,46,32,42,20,48,0,0,0,0,0,0,16,14,01 新北市,1 一般
111,1021,真理大學,2311009,應用日語學系,P 進,B 學士,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,01 新北市,1 一般
111,1033,長榮大學,2311005,應用日語學系,D 日,B 學士,355,151,204,25,32,32,36,43,55,44,72,0,0,0,0,0,0,7,9,11 臺南市,1 一般
111,1039,玄奘大學,2311043,應用日語學系,D 日,B 學士,109,53,56,5,14,19,11,14,12,15,14,0,0,0,0,0,0,0,5,18 新竹市,1 一般
111,1049,開南大學,2311008,應用日語學系,D 日,M 碩士,11,8,3,0,0,3,1,2,2,3,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,1049,開南大學,2311008,應用日語學系,D 日,B 學士,369,164,205,50,40,38,56,31,45,33,50,0,0,0,0,0,0,12,14,03 桃園市,1 一般
111,1049,開南大學,2311008,應用日語學系,P 進,B 學士,116,71,45,13,12,4,6,17,9,27,16,0,0,0,0,0,0,10,2,03 桃園市,1 一般
111,50,國立臺中科技大學,2311004,應用日語科,D 日,5 五專,266,50,216,15,39,12,39,10,48,6,37,5,48,0,0,0,0,2,5,19 臺中市,2 技職
111,50,國立臺中科技大學,2311004,應用日語科,N 修,2 二專,128,57,71,33,40,19,28,0,0,0,0,0,0,0,0,0,0,5,3,19 臺中市,2 技職
111,1284,樹人醫護管理專科學校,2311003,應用日語科,D 日,5 五專,287,70,217,8,49,14,41,12,49,16,35,18,38,0,0,0,0,2,5,12 高雄市,2 技職
111,47,國立高雄餐旅大學,2311003,應用日語系,D 日,B 四技,167,64,103,22,19,15,27,14,29,13,27,0,0,0,0,0,0,0,1,50 高雄市,2 技職
111,50,國立臺中科技大學,2311004,應用日語系,D 日,B 四技,188,52,136,19,25,13,32,6,37,11,33,0,0,0,0,0,0,3,9,19 臺中市,2 技職
111,50,國立臺中科技大學,2311004,應用日語系,D 日,C 二技,73,12,61,0,0,0,0,6,30,5,25,0,0,0,0,0,0,1,6,19 臺中市,2 技職
111,50,國立臺中科技大學,2311004,應用日語系,N 修,C 二技,145,45,100,0,0,0,0,16,43,26,47,0,0,0,0,0,0,3,10,19 臺中市,2 技職
111,53,國立高雄科技大學,2311008,應用日語系,D 日,B 四技,391,88,303,19,72,21,78,19,81,23,66,0,0,0,0,0,0,6,6,50 高雄市,2 技職
111,53,國立高雄科技大學,2311008,應用日語系,D 日,C 二技,68,12,56,0,0,0,0,6,22,4,29,0,0,0,0,0,0,2,5,50 高雄市,2 技職
111,1023,南臺科技大學,2311006,應用日語系,D 日,B 四技,446,162,284,38,68,40,63,35,64,34,68,0,0,0,0,0,0,15,21,11 臺南市,2 技職
111,1023,南臺科技大學,2311006,應用日語系,N 修,B 四技,199,109,90,20,18,16,11,22,30,29,18,0,0,0,0,0,0,22,13,11 臺南市,2 技職
111,1043,大仁科技大學,2311044,應用日語系,D 日,B 四技,35,24,11,0,0,0,0,5,2,14,8,0,0,0,0,0,0,5,1,13 屏東縣,2 技職
111,1063,育達科技大學,2311005,應用日語系,D 日,B 四技,75,33,42,0,0,5,4,5,11,19,20,0,0,0,0,0,0,4,7,05 苗栗縣,2 技職
111,1063,育達科技大學,2311005,應用日語系,N 修,B 四技,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,05 苗栗縣,2 技職
111,1065,吳鳳科技大學,2311003,應用日語系,D 日,B 四技,34,18,16,0,0,0,0,1,6,13,10,0,0,0,0,0,0,4,0,10 嘉義縣,2 技職
111,1069,修平科技大學,2311004,應用日語系,D 日,B 四技,249,126,123,25,26,24,24,48,41,25,26,0,0,0,0,0,0,4,6,06 臺中市,2 技職
111,1069,修平科技大學,2311004,應用日語系,N 修,C 二技,47,19,28,0,0,0,0,6,16,12,11,0,0,0,0,0,0,1,1,06 臺中市,2 技職
111,1078,致理科技大學,2311011,應用日語系,D 日,B 四技,446,115,331,35,70,31,83,17,76,22,66,0,0,0,0,0,0,10,36,01 新北市,2 技職
111,1078,致理科技大學,2311011,應用日語系,N 修,B 四技,305,113,192,33,45,25,49,22,36,27,34,0,0,0,0,0,0,6,28,01 新北市,2 技職
111,50,國立臺中科技大學,2311004,應用日語系日本市場暨商務策略碩士班,D 日,M 碩士,29,12,17,4,4,4,3,4,7,0,3,0,0,0,0,0,0,0,0,19 臺中市,2 技職
111,53,國立高雄科技大學,2311008,應用日語系碩士在職專班,N 職,M 碩士,23,8,15,3,5,3,8,1,2,1,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
111,53,國立高雄科技大學,2311008,應用日語系碩士班,D 日,M 碩士,30,14,16,4,6,5,5,3,3,2,2,0,0,0,0,0,0,0,0,50 高雄市,2 技職
111,1023,南臺科技大學,2311006,應用日語系碩士班,D 日,M 碩士,18,8,10,1,4,3,2,2,2,2,1,0,1,0,0,0,0,0,0,11 臺南市,2 技職
111,21,國立暨南國際大學,7112037,應用材料及光電工程學系,D 日,M 碩士,13,12,1,7,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,08 南投縣,1 一般
111,21,國立暨南國際大學,7112037,應用材料及光電工程學系,D 日,B 學士,204,158,46,43,12,44,15,35,10,33,8,0,0,0,0,0,0,3,1,08 南投縣,1 一般
111,1032,明新科技大學,7112042,應用材料科技系,D 日,B 四技,145,108,37,34,6,19,12,13,7,25,12,0,0,0,0,0,0,17,0,04 新竹縣,2 技職
111,1032,明新科技大學,7112042,應用材料科技系_國際學生產學合作專班,D 日,B 四技,192,55,137,28,86,10,18,0,0,14,23,0,0,0,0,0,0,3,10,04 新竹縣,2 技職
111,1032,明新科技大學,7112042,應用材料科技系碩士在職專班,N 職,M 碩士,15,8,7,6,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,04 新竹縣,2 技職
111,1032,明新科技大學,7112042,應用材料科技系碩士班,D 日,M 碩士,23,16,7,8,1,6,3,1,3,1,0,0,0,0,0,0,0,0,0,04 新竹縣,2 技職
111,18,國立嘉義大學,2221033,應用歷史學系,D 日,M 碩士,16,11,5,1,2,4,2,4,0,2,1,0,0,0,0,0,0,0,0,20 嘉義市,1 一般
111,18,國立嘉義大學,2221033,應用歷史學系,D 日,B 學士,174,118,56,26,11,29,15,28,13,34,17,0,0,0,0,0,0,1,0,20 嘉義市,1 一般
111,18,國立嘉義大學,2221033,應用歷史學系,N 職,M 碩士,5,4,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,20 嘉義市,1 一般
111,1028,臺北醫學大學,9191063,應用流行病學碩士學位學程,D 日,M 碩士,7,1,6,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,3,國立臺灣大學,5331055,應用物理學研究所,D 日,D 博士,35,29,6,7,0,6,2,5,1,3,1,4,0,2,2,2,0,0,0,30 臺北市,1 一般
111,3,國立臺灣大學,5331055,應用物理學研究所,D 日,M 碩士,46,37,9,14,4,16,3,6,2,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,19,國立高雄大學,5331023,應用物理學系,D 日,M 碩士,8,4,4,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,19,國立高雄大學,5331023,應用物理學系,D 日,B 學士,193,156,37,40,13,43,7,36,8,31,9,0,0,0,0,0,0,6,0,50 高雄市,1 一般
111,1001,東海大學,5331032,應用物理學系,D 日,D 博士,6,3,3,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,19 臺中市,1 一般
111,1001,東海大學,5331032,應用物理學系,D 日,M 碩士,13,11,2,3,1,3,1,3,0,2,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,1001,東海大學,5331032,應用物理學系,D 日,B 學士,201,145,56,30,12,42,14,39,14,23,13,0,0,0,0,0,0,11,3,19 臺中市,1 一般
111,3002,臺北市立大學,5399011,應用物理暨化學系,D 日,B 學士,138,103,35,26,9,25,10,25,8,23,7,0,0,0,0,0,0,4,1,30 臺北市,1 一般
111,3002,臺北市立大學,5399011,應用物理暨化學系應用科學碩士在職專班,N 職,M 碩士,9,7,2,0,0,0,0,5,1,2,0,0,0,0,1,0,0,0,0,30 臺北市,1 一般
111,3002,臺北市立大學,5399011,應用物理暨化學系應用科學碩士班,D 日,M 碩士,8,6,2,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1,國立政治大學,5331077,應用物理研究所,D 日,M 碩士,19,17,2,4,1,10,1,1,0,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,52,國立屏東大學,5331053,應用物理系,D 日,B 學士,268,223,45,55,8,50,18,52,5,55,13,0,0,0,0,0,0,11,1,13 屏東縣,1 一般
111,52,國立屏東大學,7112053,應用物理系光電暨材料碩士班,D 日,M 碩士,20,16,4,6,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,13 屏東縣,1 一般
111,1020,南華大學,3141017,應用社會學系,D 日,B 學士,236,89,147,19,29,21,38,23,36,20,42,0,0,0,0,0,0,6,2,10 嘉義縣,1 一般
111,1020,南華大學,3141017,應用社會學系教育社會學碩士班,D 日,M 碩士,17,2,15,1,6,1,2,0,4,0,2,0,1,0,0,0,0,0,0,10 嘉義縣,1 一般
111,1020,南華大學,3141017,應用社會學系社會工作與社會設計碩士班,D 日,M 碩士,21,8,13,2,5,3,3,3,3,0,2,0,0,0,0,0,0,0,0,10 嘉義縣,1 一般
111,1026,樹德科技大學,99999045,應用社會學院人類性學研究所_境外專班,N 職,M 碩士,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,1033,長榮大學,4134080,應用社會科學碩士在職學位學程,N 職,M 碩士,18,7,11,4,8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,1 一般
111,2,國立清華大學,5111106,應用科學系,D 日,B 學士,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18 新竹市,1 一般
111,30,國立臺東大學,5399021,應用科學系,D 日,M 碩士,15,14,1,7,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,14 臺東縣,1 一般
111,30,國立臺東大學,5399021,應用科學系,D 日,B 學士,317,235,82,62,19,62,20,51,20,48,22,0,0,0,0,0,0,12,1,14 臺東縣,1 一般
111,1002,輔仁大學,6131077,應用科學與工程研究所,D 日,D 博士,33,25,8,4,2,5,1,1,1,6,2,4,0,2,1,3,1,0,0,01 新北市,1 一般
111,1058,明道大學,8192038,應用科學院進修學士班,P 進,B 學士,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,07 彰化縣,1 一般
111,22,國立臺灣科技大學,99999015,應用科技學士學位學程,D 日,B 四技,26,23,3,0,0,7,0,5,1,8,1,0,0,0,0,0,0,3,1,30 臺北市,2 技職
111,22,國立臺灣科技大學,5399015,應用科技研究所,D 日,D 博士,159,111,48,36,16,28,13,19,7,12,4,7,3,3,2,6,3,0,0,30 臺北市,2 技職
111,22,國立臺灣科技大學,5399015,應用科技研究所,D 日,M 碩士,73,35,38,16,23,17,15,2,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,22,國立臺灣科技大學,5399015,應用科技研究所_新穎材料暨分離薄膜產業碩士專班,D 日,M 碩士,6,4,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,1025,嘉南藥理大學,6134007,應用空間資訊系,D 日,B 四技,76,49,27,0,0,0,0,16,10,28,16,0,0,0,0,0,0,5,1,11 臺南市,2 技職
111,1036,健行科技大學,7322015,應用空間資訊系,D 日,B 四技,92,78,14,28,1,11,7,16,5,21,0,0,0,0,0,0,0,2,1,03 桃園市,2 技職
111,50,國立臺中科技大學,5421032,應用統計系,D 日,B 四技,170,70,100,18,28,14,24,13,28,23,19,0,0,0,0,0,0,2,1,19 臺中市,2 技職
111,1016,銘傳大學,5421079,應用統計與資料科學學系,D 日,M 碩士,16,7,9,1,4,3,3,2,2,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1016,銘傳大學,5421079,應用統計與資料科學學系,D 日,B 學士,329,200,129,37,28,55,28,48,39,46,31,0,0,0,0,0,0,14,3,30 臺北市,1 一般
111,6,國立中興大學,3111009,應用經濟學系,D 日,D 博士,30,19,11,4,1,2,3,1,1,4,3,2,0,3,2,3,1,0,0,19 臺中市,1 一般
111,6,國立中興大學,3111009,應用經濟學系,D 日,M 碩士,30,14,16,9,10,5,5,0,1,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,6,國立中興大學,3111009,應用經濟學系,D 日,B 學士,218,104,114,27,21,25,28,29,31,15,32,0,0,0,0,0,0,8,2,19 臺中市,1 一般
111,6,國立中興大學,3111009,應用經濟學系,N 職,M 碩士,32,11,21,4,11,6,9,0,1,0,0,1,0,0,0,0,0,0,0,19 臺中市,1 一般
111,18,國立嘉義大學,3111034,應用經濟學系,D 日,B 學士,199,91,108,25,26,19,32,24,23,17,27,0,0,0,0,0,0,6,0,20 嘉義市,1 一般
111,19,國立高雄大學,3111006,應用經濟學系,D 日,M 碩士,15,7,8,3,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,19,國立高雄大學,3111006,應用經濟學系,D 日,B 學士,226,132,94,31,24,38,17,27,29,28,22,0,0,0,0,0,0,8,2,50 高雄市,1 一般
111,1050,佛光大學,3111020,應用經濟學系,D 日,M 碩士,18,10,8,7,6,1,2,1,0,1,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
111,1050,佛光大學,3111020,應用經濟學系,D 日,B 學士,156,86,70,19,23,22,17,19,17,23,10,0,0,0,0,0,0,3,3,02 宜蘭縣,1 一般
111,1050,佛光大學,3111020,應用經濟學系,N 職,M 碩士,24,11,13,8,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
111,12,國立臺灣海洋大學,3111006,應用經濟研究所,D 日,M 碩士,16,7,9,3,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,17 基隆市,1 一般
111,1,國立政治大學,3111025,應用經濟與社會發展英語碩士學位學程,D 日,M 碩士,37,16,21,7,10,5,8,2,2,2,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,31,國立宜蘭大學,3111007,應用經濟與管理學系,D 日,B 學士,374,188,186,46,50,53,42,41,41,40,50,0,0,0,0,0,0,8,3,02 宜蘭縣,1 一般
111,31,國立宜蘭大學,3111007,應用經濟與管理學系應用經濟學碩士班,D 日,M 碩士,19,12,7,4,3,6,4,1,0,0,0,0,0,1,0,0,0,0,0,02 宜蘭縣,1 一般
111,31,國立宜蘭大學,3111007,應用經濟與管理學系經營管理碩士班,D 日,M 碩士,35,20,15,9,7,7,4,2,2,2,1,0,0,0,1,0,0,0,0,02 宜蘭縣,1 一般
111,1002,輔仁大學,2122078,應用美術學系,D 日,M 碩士,57,10,47,3,16,2,18,4,8,0,5,1,0,0,0,0,0,0,0,01 新北市,1 一般
111,1002,輔仁大學,2122078,應用美術學系,D 日,B 學士,256,44,212,14,49,9,50,10,51,8,54,0,0,0,0,0,0,3,8,01 新北市,1 一般
111,1002,輔仁大學,2122078,應用美術學系,P 進,B 學士,241,45,196,7,40,11,55,9,44,10,43,0,0,0,0,0,0,8,14,01 新北市,1 一般
111,25,國立臺北科技大學,2311002,應用英文系,D 日,B 四技,185,58,127,11,30,14,30,15,28,12,34,0,0,0,0,0,0,6,5,30 臺北市,2 技職
111,25,國立臺北科技大學,2311002,應用英文系_香港二技專班,D 日,C 二技,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,25,國立臺北科技大學,2311002,應用英文系碩士在職專班,N 職,M 碩士,46,13,33,4,8,1,9,4,7,1,1,3,6,0,2,0,0,0,0,30 臺北市,2 技職
111,25,國立臺北科技大學,2311002,應用英文系碩士班,D 日,M 碩士,52,17,35,3,9,7,11,3,7,4,8,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,48,國立金門大學,2311002,應用英語學系,D 日,B 學士,221,92,129,17,28,26,34,28,28,15,31,0,0,0,0,0,0,6,8,71 金門縣,1 一般
111,52,國立屏東大學,2311030,應用英語學系,D 日,M 碩士,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13 屏東縣,1 一般
111,52,國立屏東大學,2311030,應用英語學系,D 日,B 學士,209,67,142,11,39,17,34,19,35,20,32,0,0,0,0,0,0,0,2,13 屏東縣,1 一般
111,1014,義守大學,2311002,應用英語學系,D 日,B 學士,290,124,166,13,24,33,39,40,36,29,55,0,0,0,0,0,0,9,12,12 高雄市,1 一般
111,1016,銘傳大學,2311031,應用英語學系,D 日,M 碩士,20,7,13,5,4,1,7,0,1,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1016,銘傳大學,2311031,應用英語學系,D 日,B 學士,607,203,404,25,59,56,105,51,105,52,113,0,0,0,0,0,0,19,22,30 臺北市,1 一般
111,1016,銘傳大學,2311031,應用英語學系,N 職,M 碩士,24,5,19,3,4,1,4,0,3,0,0,0,3,1,5,0,0,0,0,30 臺北市,1 一般
111,1017,實踐大學,2311005,應用英語學系,D 日,B 學士,133,41,92,12,12,5,22,11,33,7,22,0,0,0,0,0,0,6,3,30 臺北市,1 一般
111,1049,開南大學,2311006,應用英語學系,D 日,M 碩士,15,0,15,0,0,0,4,0,5,0,6,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,1049,開南大學,2311006,應用英語學系,D 日,B 學士,154,77,77,10,13,24,15,13,28,22,18,0,0,0,0,0,0,8,3,03 桃園市,1 一般
111,1049,開南大學,2311006,應用英語學系,P 進,B 學士,67,31,36,9,10,8,4,4,11,8,6,0,0,0,0,0,0,2,5,03 桃園市,1 一般
