學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
111,1077,慈濟科技大學,4132003,行銷與流通管理系_外國學生專班,D 日,B 四技,34,22,12,0,0,0,0,0,0,22,12,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
111,1046,中國科技大學,4132017,行銷與流通管理系_現役軍人營區在職專班,N 修,B 四技,11,7,4,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,1046,中國科技大學,4132017,行銷與流通管理系_現役軍人營區在職專班,N 修,C 二技,24,13,11,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,1063,育達科技大學,4143022,行銷與流通管理系_現役軍人營區在職專班,N 職,M 碩士,20,17,3,15,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
111,1063,育達科技大學,4143022,行銷與流通管理系_現役軍人營區在職專班,N 修,B 四技,12,11,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
111,1063,育達科技大學,4143022,行銷與流通管理系_現役軍人營區在職專班,N 修,C 二技,59,41,18,0,0,0,0,0,0,40,18,0,0,0,0,0,0,1,0,05 苗栗縣,2 技職
111,1045,嶺東科技大學,4143024,行銷與流通管理系_雙軌訓練旗艦計畫,D 日,B 四技,4,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
111,1063,育達科技大學,4143022,行銷與流通管理系_零售流通國際學生產學合作專班,D 日,B 四技,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,05 苗栗縣,2 技職
111,1036,健行科技大學,4143010,行銷與流通管理系_電子商務專班,D 日,B 四技,75,40,35,19,20,13,10,8,5,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
111,1018,朝陽科技大學,4132012,行銷與流通管理系_香港二技專班,D 日,C 二技,5,3,2,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,06 臺中市,2 技職
111,1046,中國科技大學,4132017,行銷與流通管理系_香港二技專班,D 日,C 二技,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,1073,醒吾科技大學,4132019,行銷與流通管理系所_境外專班,N 職,M 碩士,14,10,4,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,01 新北市,2 技職
111,53,國立高雄科技大學,4132059,行銷與流通管理系碩士在職專班,N 職,M 碩士,57,26,31,12,13,12,10,2,5,0,1,0,0,0,2,0,0,0,0,50 高雄市,2 技職
111,1023,南臺科技大學,4132024,行銷與流通管理系碩士在職專班,N 職,M 碩士,39,25,14,8,7,10,4,3,0,2,2,0,1,2,0,0,0,0,0,11 臺南市,2 技職
111,1063,育達科技大學,4143022,行銷與流通管理系碩士在職專班,N 職,M 碩士,25,12,13,6,5,2,3,2,3,2,2,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
111,1073,醒吾科技大學,4132019,行銷與流通管理系碩士在職專班,N 職,M 碩士,43,18,25,13,18,3,6,2,1,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
111,53,國立高雄科技大學,4132059,行銷與流通管理系碩士班,D 日,M 碩士,67,19,48,9,26,9,17,1,2,0,3,0,0,0,0,0,0,0,0,50 高雄市,2 技職
111,1018,朝陽科技大學,4132012,行銷與流通管理系碩士班,D 日,M 碩士,22,7,15,5,9,1,3,1,3,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
111,1023,南臺科技大學,4132024,行銷與流通管理系碩士班,D 日,M 碩士,4,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,11 臺南市,2 技職
111,1045,嶺東科技大學,4143024,行銷與流通管理系碩士班,D 日,M 碩士,12,5,7,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
111,1052,遠東科技大學,4132011,行銷與流通管理系碩士班,D 日,M 碩士,66,31,35,11,17,16,15,2,3,2,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
111,1063,育達科技大學,4143022,行銷與流通管理系碩士班,D 日,M 碩士,35,9,26,3,14,3,12,0,0,3,0,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
111,1073,醒吾科技大學,4132019,行銷與流通管理系碩士班,D 日,M 碩士,14,3,11,2,6,1,3,0,2,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
111,1084,亞東科技大學,4132003,行銷與流通管理系碩士班,D 日,M 碩士,19,8,11,4,5,2,2,2,2,0,2,0,0,0,0,0,0,0,0,01 新北市,2 技職
111,53,國立高雄科技大學,4132059,行銷與流通管理系連鎖加盟管理碩士班,D 日,M 碩士,4,2,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
111,42,國立澎湖科技大學,4132002,行銷與物流管理系,D 日,B 四技,161,65,96,14,24,15,23,15,25,18,22,0,0,0,0,0,0,3,2,16 澎湖縣,2 技職
111,42,國立澎湖科技大學,4132002,行銷與物流管理系服務業經營管理碩士在職專班,N 職,M 碩士,21,12,9,10,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,16 澎湖縣,2 技職
111,42,國立澎湖科技大學,4132002,行銷與物流管理系服務業經營管理碩士班,D 日,M 碩士,12,7,5,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,16 澎湖縣,2 技職
111,18,國立嘉義大學,4143044,行銷與觀光管理學系,D 日,B 學士,193,69,124,17,30,13,34,22,27,16,32,0,0,0,0,0,0,1,1,20 嘉義市,1 一般
111,18,國立嘉義大學,4143044,行銷與觀光管理學系行銷管理碩士班,D 日,M 碩士,32,10,22,4,11,4,7,2,3,0,1,0,0,0,0,0,0,0,0,20 嘉義市,1 一般
111,18,國立嘉義大學,10151044,行銷與觀光管理學系觀光休閒管理博士班,D 日,D 博士,23,15,8,0,3,1,2,1,2,3,0,3,0,3,0,4,1,0,0,20 嘉義市,1 一般
111,18,國立嘉義大學,4143044,行銷與觀光管理學系觀光休閒管理碩士班,D 日,M 碩士,32,13,19,2,9,7,7,2,1,2,2,0,0,0,0,0,0,0,0,20 嘉義市,1 一般
111,3002,臺北市立大學,9191059,衛生福利學系,D 日,M 碩士,13,5,8,2,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,3002,臺北市立大學,9191059,衛生福利學系,D 日,B 學士,121,41,80,15,14,6,23,12,16,8,25,0,0,0,0,0,0,0,2,30 臺北市,1 一般
111,7,國立陽明交通大學,9191138,衛生福利研究所,D 日,D 博士,17,10,7,2,3,3,1,1,1,3,2,0,0,0,0,1,0,0,0,18 新竹市,1 一般
111,7,國立陽明交通大學,9191138,衛生福利研究所,D 日,M 碩士,39,11,28,3,10,5,13,2,3,1,2,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,1081,東方設計大學,2152006,表演藝術學位學程,D 日,B 四技,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12 高雄市,2 技職
111,4,國立臺灣師範大學,2152027,表演藝術學士學位學程,D 日,B 學士,95,19,76,2,20,3,16,4,16,6,15,0,0,0,0,0,0,4,9,30 臺北市,3 師範
111,29,國立臺灣藝術大學,2191018,表演藝術學院表演藝術博士班,D 日,D 博士,21,7,14,1,0,1,0,1,4,2,5,0,0,1,4,1,1,0,0,01 新北市,1 一般
111,29,國立臺灣藝術大學,2152034,表演藝術學院表演藝術跨領域碩士在職專班,N 職,M 碩士,14,3,11,0,0,1,0,2,6,0,5,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,29,國立臺灣藝術大學,2152034,表演藝術學院表演藝術跨領域碩士班,D 日,M 碩士,11,1,10,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,4,國立臺灣師範大學,2152027,表演藝術研究所,D 日,M 碩士,97,21,76,10,25,6,22,2,21,3,8,0,0,0,0,0,0,0,0,30 臺北市,3 師範
111,14,國立高雄師範大學,2191047,表演藝術碩士學位學程,N 職,M 碩士,55,10,45,4,10,1,20,4,8,0,5,0,0,1,2,0,0,0,0,50 高雄市,3 師範
111,1006,中國文化大學,4199123,表演藝術管理進修學士學位學程,P 進,B 學士,27,8,19,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1026,樹德科技大學,2152001,表演藝術系,D 日,B 四技,431,147,284,34,76,42,75,30,57,26,61,0,0,0,0,0,0,15,15,12 高雄市,2 技職
111,1056,東南科技大學,2152001,表演藝術系,D 日,B 四技,202,85,117,13,17,17,16,15,35,21,36,0,0,0,0,0,0,19,13,01 新北市,2 技職
111,1073,醒吾科技大學,2152031,表演藝術系,D 日,B 四技,541,232,309,58,70,74,90,50,82,36,52,0,0,0,0,0,0,14,15,01 新北市,2 技職
111,1073,醒吾科技大學,2152031,表演藝術系,N 修,B 四技,86,40,46,12,22,12,10,9,8,4,6,0,0,0,0,0,0,3,0,01 新北市,2 技職
111,1082,崇右影藝科技大學,2152004,表演藝術系,D 日,B 四技,401,173,228,88,78,22,44,25,42,26,59,0,0,0,0,0,0,12,5,17 基隆市,2 技職
111,1183,黎明技術學院,2152001,表演藝術系,D 日,B 四技,540,248,292,38,63,51,87,66,57,56,54,0,0,0,0,0,0,37,31,01 新北市,2 技職
111,1183,黎明技術學院,2191001,表演藝術系,N 修,B 四技,97,43,54,29,38,2,6,6,5,4,2,0,0,0,0,0,0,2,3,01 新北市,2 技職
111,1001,東海大學,2152058,表演藝術與創作碩士學位學程,D 日,M 碩士,17,8,9,2,5,3,1,3,1,0,2,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,1055,中華醫事科技大學,7199015,製藥工程科,D 日,5 五專,181,70,111,16,30,15,24,15,30,17,15,6,10,0,0,0,0,1,2,11 臺南市,2 技職
111,1055,中華醫事科技大學,7199015,製藥工程系,D 日,B 四技,52,26,26,7,5,7,4,5,5,7,12,0,0,0,0,0,0,0,0,11 臺南市,2 技職
111,1055,中華醫事科技大學,7199015,製藥工程系,D 日,C 二技,57,13,44,0,0,0,0,7,21,5,23,0,0,0,0,0,0,1,0,11 臺南市,2 技職
111,1055,中華醫事科技大學,7199015,製藥工程系生物醫學碩士班,D 日,M 碩士,46,21,25,13,5,6,11,2,7,0,2,0,0,0,0,0,0,0,0,11 臺南市,2 技職
111,1035,中國醫藥大學,9161050,製藥碩士學位學程,D 日,M 碩士,14,8,6,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,25,國立臺北科技大學,7151043,製造科技研究所,D 日,D 博士,27,26,1,1,0,1,1,8,0,2,0,5,0,3,0,6,0,0,0,30 臺北市,2 技職
111,25,國立臺北科技大學,7151043,製造科技研究所,D 日,M 碩士,143,130,13,60,6,51,6,16,1,3,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,25,國立臺北科技大學,7151043,製造科技研究所,N 職,M 碩士,54,46,8,18,5,9,1,11,1,6,0,0,1,1,0,1,0,0,0,30 臺北市,2 技職
111,1040,建國科技大學,7151019,製造科技研究所,D 日,M 碩士,11,10,1,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
111,5,國立成功大學,7141041,製造資訊與系統研究所,D 日,D 博士,29,22,7,7,1,2,0,5,0,5,2,2,2,1,1,0,1,0,0,21 臺南市,1 一般
111,5,國立成功大學,7141041,製造資訊與系統研究所,D 日,M 碩士,70,49,21,26,8,18,13,3,0,2,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,19,國立高雄大學,2311002,西洋語文學系,D 日,M 碩士,8,1,7,0,2,1,2,0,2,0,1,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,19,國立高雄大學,2311002,西洋語文學系,D 日,B 學士,161,54,107,12,15,11,31,13,29,16,29,0,0,0,0,0,0,2,3,50 高雄市,1 一般
111,1002,輔仁大學,2311016,西班牙語文學系,D 日,M 碩士,15,4,11,1,3,2,3,0,2,1,3,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,1002,輔仁大學,2311016,西班牙語文學系,D 日,B 學士,260,62,198,18,35,15,46,8,62,19,48,0,0,0,0,0,0,2,7,01 新北市,1 一般
111,1005,淡江大學,2311084,西班牙語文學系,D 日,B 學士,476,116,360,16,56,28,89,47,98,24,105,0,0,0,0,0,0,1,12,01 新北市,1 一般
111,1008,靜宜大學,2311005,西班牙語文學系,D 日,M 碩士,33,7,26,3,8,1,9,1,6,1,3,1,0,0,0,0,0,0,0,06 臺中市,1 一般
111,1008,靜宜大學,2311005,西班牙語文學系,D 日,B 學士,372,74,298,21,53,21,75,15,78,14,78,0,0,0,0,0,0,3,14,06 臺中市,1 一般
111,1075,文藻外語大學,2311011,西班牙語文科,D 日,5 五專,239,35,204,8,44,4,44,7,43,9,39,7,31,0,0,0,0,0,3,50 高雄市,2 技職
111,1075,文藻外語大學,2311011,西班牙語文系,D 日,B 四技,359,93,266,21,57,19,55,20,64,24,80,0,0,0,0,0,0,9,10,50 高雄市,2 技職
111,1075,文藻外語大學,2311011,西班牙語文系,D 日,C 二技,11,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,50 高雄市,2 技職
111,1075,文藻外語大學,2311011,西班牙語文系,N 修,B 四技,59,15,44,0,0,0,0,6,23,7,13,0,0,0,0,0,0,2,8,50 高雄市,2 技職
111,47,國立高雄餐旅大學,10131006,西餐廚藝系,D 日,B 四技,181,122,59,34,16,35,16,29,13,21,14,0,0,0,0,0,0,3,0,50 高雄市,2 技職
111,1282,馬偕醫護管理專科學校,9141004,視光學科,D 日,5 五專,486,112,374,23,79,19,79,18,70,21,68,21,69,0,0,0,0,10,9,30 臺北市,2 技職
111,1282,馬偕醫護管理專科學校,9141004,視光學科,N 修,2 二專,145,71,74,35,42,36,32,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,1283,仁德醫護管理專科學校,9141013,視光學科,D 日,5 五專,273,80,193,19,43,16,28,17,32,8,40,13,35,0,0,0,0,7,15,05 苗栗縣,2 技職
111,1283,仁德醫護管理專科學校,9141013,視光學科,N 修,2 二專,52,31,21,28,20,0,0,0,0,0,0,0,0,0,0,0,0,3,1,05 苗栗縣,2 技職
111,1284,樹人醫護管理專科學校,9141010,視光學科,D 日,5 五專,505,122,383,31,80,33,82,27,86,8,67,18,56,0,0,0,0,5,12,12 高雄市,2 技職
111,1284,樹人醫護管理專科學校,9141010,視光學科,N 修,2 二專,86,33,53,13,29,19,24,0,0,0,0,0,0,0,0,0,0,1,0,12 高雄市,2 技職
111,1292,新生醫護管理專科學校,9141009,視光學科,D 日,5 五專,470,116,354,22,76,26,79,26,66,19,58,20,59,0,0,0,0,3,16,03 桃園市,2 技職
111,1012,大葉大學,9141066,視光學系,D 日,M 碩士,11,6,5,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
111,1012,大葉大學,9141066,視光學系,D 日,B 學士,161,68,93,10,8,16,35,17,21,19,27,0,0,0,0,0,0,6,2,07 彰化縣,1 一般
111,1029,中山醫學大學,9141032,視光學系,D 日,M 碩士,28,11,17,6,9,5,7,0,0,0,1,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,1029,中山醫學大學,9141032,視光學系,D 日,B 學士,234,86,148,20,37,27,31,19,41,16,35,0,0,0,0,0,0,4,4,19 臺中市,1 一般
111,1029,中山醫學大學,9141032,視光學系,N 修,C 二技,113,40,73,0,0,0,0,17,19,10,27,12,25,0,0,0,0,1,2,19 臺中市,2 技職
111,1048,亞洲大學,9141047,視光學系,D 日,B 學士,359,105,254,21,59,28,66,25,63,27,58,0,0,0,0,0,0,4,8,06 臺中市,1 一般
111,1055,中華醫事科技大學,9141022,視光科,D 日,5 五專,449,121,328,18,75,24,62,25,68,27,64,25,50,0,0,0,0,2,9,11 臺南市,2 技職
111,1079,康寧大學,9141045,視光科,D 日,5 五專,368,111,257,19,62,23,57,26,54,20,35,21,46,0,0,0,0,2,3,30 臺北市,2 技職
111,1079,康寧大學,9141045,視光科,N 修,2 二專,80,42,38,23,17,19,21,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,1007,逢甲大學,7141099,視光科技碩士在職學位學程,N 職,M 碩士,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19 臺中市,1 一般
111,1047,中臺科技大學,9141030,視光系,D 日,B 四技,248,107,141,7,29,29,37,34,28,24,40,0,0,0,0,0,0,13,7,19 臺中市,2 技職
111,1047,中臺科技大學,9141030,視光系,N 修,C 二技,141,44,97,0,0,0,0,18,28,7,36,18,33,0,0,0,0,1,0,19 臺中市,2 技職
111,1053,元培醫事科技大學,9141029,視光系,D 日,B 四技,155,64,91,11,9,15,25,14,23,17,30,0,0,0,0,0,0,7,4,18 新竹市,2 技職
111,1053,元培醫事科技大學,9141029,視光系,N 修,C 二技,108,35,73,0,0,0,0,4,21,31,52,0,0,0,0,0,0,0,0,18 新竹市,2 技職
111,1055,中華醫事科技大學,9141022,視光系,D 日,B 四技,218,86,132,17,35,25,25,18,29,21,38,0,0,0,0,0,0,5,5,11 臺南市,2 技職
111,1055,中華醫事科技大學,9141022,視光系,N 修,C 二技,176,67,109,0,0,0,0,27,59,39,47,0,0,0,0,0,0,1,3,11 臺南市,2 技職
111,1053,元培醫事科技大學,9141029,視光系_國際學生產學合作專班,D 日,B 四技,26,12,14,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,18 新竹市,2 技職
111,1055,中華醫事科技大學,9141022,視光系碩士班,D 日,M 碩士,29,12,17,6,9,4,7,2,1,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
111,29,國立臺灣藝術大學,2112028,視覺傳達設計學系,D 日,M 碩士,39,5,34,2,15,1,12,2,5,0,2,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,29,國立臺灣藝術大學,2112028,視覺傳達設計學系,D 日,B 學士,153,24,129,7,29,7,26,6,29,4,31,0,0,0,0,0,0,0,14,01 新北市,1 一般
111,29,國立臺灣藝術大學,2112028,視覺傳達設計學系,N 職,M 碩士,34,15,19,4,4,4,6,3,4,2,4,2,1,0,0,0,0,0,0,01 新北市,1 一般
111,29,國立臺灣藝術大學,2112028,視覺傳達設計學系,N 修,C 二技,51,7,44,0,0,0,0,4,19,3,14,0,0,0,0,0,0,0,11,01 新北市,2 技職
111,29,國立臺灣藝術大學,2112028,視覺傳達設計學系,P 進,B 學士,147,34,113,9,25,6,29,5,29,13,18,0,0,0,0,0,0,1,12,01 新北市,1 一般
111,1012,大葉大學,2112011,視覺傳達設計學系,D 日,B 學士,232,76,156,15,26,9,34,24,43,21,47,0,0,0,0,0,0,7,6,07 彰化縣,1 一般
111,1012,大葉大學,2112011,視覺傳達設計學系,P 進,B 學士,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,07 彰化縣,1 一般
111,1039,玄奘大學,2112013,視覺傳達設計學系,D 日,B 學士,122,41,81,5,14,11,15,11,27,12,22,0,0,0,0,0,0,2,3,18 新竹市,1 一般
111,1048,亞洲大學,2112006,視覺傳達設計學系,D 日,M 碩士,17,9,8,5,2,2,1,1,3,1,2,0,0,0,0,0,0,0,0,06 臺中市,1 一般
111,1048,亞洲大學,2112006,視覺傳達設計學系,D 日,B 學士,371,74,297,14,52,18,75,22,79,20,85,0,0,0,0,0,0,0,6,06 臺中市,1 一般
111,1054,景文科技大學,2112005,視覺傳達設計學系_香港二技專班,D 日,C 二技,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
111,1037,正修科技大學,2122042,視覺傳達設計科,N 修,2 二專,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12 高雄市,2 技職
111,1083,台北海洋科技大學,2112004,視覺傳達設計科,D 日,5 五專,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,01 新北市,2 技職
111,23,國立雲林科技大學,2112011,視覺傳達設計系,D 日,B 四技,209,37,172,8,41,9,40,11,40,7,46,0,0,0,0,0,0,2,5,09 雲林縣,2 技職
111,1018,朝陽科技大學,2112003,視覺傳達設計系,D 日,B 四技,538,124,414,27,94,36,97,28,107,28,106,0,0,0,0,0,0,5,10,06 臺中市,2 技職
111,1018,朝陽科技大學,2112003,視覺傳達設計系,N 修,B 四技,137,51,86,7,7,9,21,18,20,7,29,0,0,0,0,0,0,10,9,06 臺中市,2 技職
111,1023,南臺科技大學,2112008,視覺傳達設計系,D 日,B 四技,684,144,540,33,128,40,136,28,133,33,132,0,0,0,0,0,0,10,11,11 臺南市,2 技職
111,1023,南臺科技大學,2112008,視覺傳達設計系,N 修,B 四技,88,39,49,9,9,3,7,10,19,9,8,0,0,0,0,0,0,8,6,11 臺南市,2 技職
111,1024,崑山科技大學,2112004,視覺傳達設計系,D 日,B 四技,485,151,334,34,53,37,55,30,83,45,129,0,0,0,0,0,0,5,14,11 臺南市,2 技職
111,1024,崑山科技大學,2112004,視覺傳達設計系,N 修,B 四技,80,35,45,9,7,10,5,7,12,6,18,0,0,0,0,0,0,3,3,11 臺南市,2 技職
111,1026,樹德科技大學,2112009,視覺傳達設計系,D 日,B 四技,371,121,250,25,48,28,60,32,55,26,74,0,0,0,0,0,0,10,13,12 高雄市,2 技職
111,1026,樹德科技大學,2112009,視覺傳達設計系,N 修,B 四技,41,23,18,7,3,4,5,4,1,5,8,0,0,0,0,0,0,3,1,12 高雄市,2 技職
111,1037,正修科技大學,2122042,視覺傳達設計系,D 日,B 四技,291,103,188,28,57,22,36,17,36,24,52,0,0,0,0,0,0,12,7,12 高雄市,2 技職
111,1037,正修科技大學,2122042,視覺傳達設計系,N 修,B 四技,93,38,55,9,12,5,10,9,18,9,10,0,0,0,0,0,0,6,5,12 高雄市,2 技職
111,1037,正修科技大學,2122042,視覺傳達設計系,N 修,C 二技,55,20,35,0,0,0,0,14,14,4,20,0,0,0,0,0,0,2,1,12 高雄市,2 技職
111,1040,建國科技大學,2112029,視覺傳達設計系,D 日,B 四技,26,17,9,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
111,1041,明志科技大學,2112003,視覺傳達設計系,D 日,B 四技,235,37,198,12,53,6,59,6,39,11,45,0,0,0,0,0,0,2,2,01 新北市,2 技職
111,1045,嶺東科技大學,2112003,視覺傳達設計系,D 日,B 四技,678,152,526,35,132,34,131,44,121,28,135,0,0,0,0,0,0,11,7,19 臺中市,2 技職
111,1045,嶺東科技大學,2112003,視覺傳達設計系,D 日,C 二技,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
111,1045,嶺東科技大學,2112003,視覺傳達設計系,N 職,M 碩士,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
111,1045,嶺東科技大學,2112003,視覺傳達設計系,N 修,B 四技,166,62,104,11,26,11,18,16,27,19,22,0,0,0,0,0,0,5,11,19 臺中市,2 技職
111,1046,中國科技大學,2112003,視覺傳達設計系,D 日,B 四技,637,147,490,32,113,33,118,30,108,42,138,0,0,0,0,0,0,10,13,30 臺北市,2 技職
111,1046,中國科技大學,2112003,視覺傳達設計系,N 修,B 四技,83,27,56,10,10,4,12,6,15,5,13,0,0,0,0,0,0,2,6,30 臺北市,2 技職
111,1051,台南應用科技大學,2112012,視覺傳達設計系,D 日,B 四技,503,127,376,14,73,42,101,33,104,31,90,0,0,0,0,0,0,7,8,11 臺南市,2 技職
111,1051,台南應用科技大學,2112012,視覺傳達設計系,N 修,B 四技,52,20,32,7,9,3,10,6,8,2,4,0,0,0,0,0,0,2,1,11 臺南市,2 技職
111,1054,景文科技大學,2112005,視覺傳達設計系,D 日,B 四技,416,131,285,31,56,27,61,15,81,43,76,0,0,0,0,0,0,15,11,01 新北市,2 技職
111,1054,景文科技大學,2112005,視覺傳達設計系,N 修,B 四技,72,32,40,18,15,3,1,3,6,5,12,0,0,0,0,0,0,3,6,01 新北市,2 技職
111,1066,環球科技大學,2112003,視覺傳達設計系,D 日,B 四技,42,20,22,0,0,0,0,3,1,9,14,0,0,0,0,0,0,8,7,09 雲林縣,2 技職
111,1082,崇右影藝科技大學,2112008,視覺傳達設計系,D 日,B 四技,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17 基隆市,2 技職
111,1083,台北海洋科技大學,2112004,視覺傳達設計系,D 日,B 四技,87,36,51,3,6,9,10,5,9,13,18,0,0,0,0,0,0,6,8,01 新北市,2 技職
111,1018,朝陽科技大學,2112003,視覺傳達設計系_品牌協同設計與國際行銷產業碩士專班,D 日,M 碩士,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,06 臺中市,2 技職
111,1018,朝陽科技大學,2112003,視覺傳達設計系_香港二技專班,D 日,C 二技,14,7,7,0,0,0,0,2,3,5,3,0,0,0,0,0,0,0,1,06 臺中市,2 技職
111,1046,中國科技大學,2112003,視覺傳達設計系_香港二技專班,D 日,C 二技,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,1051,台南應用科技大學,2112012,視覺傳達設計系創新應用設計碩士班,D 日,M 碩士,15,2,13,1,5,1,5,0,3,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
111,1051,台南應用科技大學,2112012,視覺傳達設計系創新應用設計碩士班(碩士在職專班),N 職,M 碩士,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
111,1054,景文科技大學,2112005,視覺傳達設計系數位文創設計碩士在職專班,N 職,M 碩士,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
111,1054,景文科技大學,2112005,視覺傳達設計系數位文創設計碩士班,D 日,M 碩士,5,3,2,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,01 新北市,2 技職
111,1037,正修科技大學,2122042,視覺傳達設計系文創設計與藝術保存碩士班,D 日,M 碩士,24,9,15,4,6,4,6,1,2,0,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,1066,環球科技大學,2112003,視覺傳達設計系文化創意設計碩士班,D 日,M 碩士,28,13,15,5,8,4,6,2,0,2,1,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
111,1024,崑山科技大學,2112004,視覺傳達設計系碩士在職專班,N 職,M 碩士,11,5,6,1,2,1,0,0,0,3,4,0,0,0,0,0,0,0,0,11 臺南市,2 技職
111,1026,樹德科技大學,2112009,視覺傳達設計系碩士在職專班,N 職,M 碩士,10,5,5,0,0,1,2,0,2,4,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,23,國立雲林科技大學,2112011,視覺傳達設計系碩士班,D 日,M 碩士,69,10,59,3,16,2,21,4,16,1,6,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
111,1018,朝陽科技大學,2112003,視覺傳達設計系碩士班,D 日,M 碩士,24,3,21,1,8,0,6,2,3,0,4,0,0,0,0,0,0,0,0,06 臺中市,2 技職
111,1023,南臺科技大學,2112008,視覺傳達設計系碩士班,D 日,M 碩士,34,9,25,2,13,1,6,2,4,3,0,0,1,1,1,0,0,0,0,11 臺南市,2 技職
111,1024,崑山科技大學,2112004,視覺傳達設計系碩士班,D 日,M 碩士,23,13,10,6,1,2,5,3,4,2,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
