學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0002,國立清華大學,01131085,數理教育研究所,N 職,M 碩士,82,27,55,7,12,7,14,6,10,3,7,2,2,1,8,1,2,-,-,18 新竹市,1 一般
0002,國立清華大學,01131105,英語教學系,D 日,M 碩士,36,4,32,1,6,2,9,1,4,-,10,-,2,-,1,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01131105,英語教學系,D 日,B 學士,160,49,111,16,25,9,29,13,27,9,21,-,-,-,-,-,-,2,9,18 新竹市,1 一般
0002,國立清華大學,01141098,藝術與設計學系美勞教師碩士在職專班,N 職,M 碩士,32,2,30,-,-,-,14,-,-,2,8,-,2,-,4,-,2,-,-,18 新竹市,1 一般
0002,國立清華大學,01141127,運動科學系,D 日,M 碩士,46,20,26,10,9,6,11,-,4,3,2,1,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01141127,運動科學系,D 日,B 學士,178,113,65,25,20,21,24,30,12,26,8,-,-,-,-,-,-,11,1,18 新竹市,1 一般
0002,國立清華大學,01141127,運動科學系,N 職,M 碩士,54,27,27,8,11,7,10,3,2,2,2,2,-,1,1,4,1,-,-,18 新竹市,1 一般
0002,國立清華大學,01199130,竹師教育學院跨領域STEAM教育碩士在職專班,N 職,M 碩士,14,3,11,3,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02131098,藝術與設計學系,D 日,M 碩士,86,23,63,3,22,8,16,9,13,3,11,-,-,-,1,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02131098,藝術與設計學系,D 日,B 學士,327,70,257,13,65,19,59,19,64,10,61,-,-,-,-,-,-,9,8,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系,D 日,M 碩士,68,20,48,6,15,5,15,7,7,2,9,-,2,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系,D 日,B 學士,155,62,93,10,24,15,29,20,18,12,18,-,-,-,-,-,-,5,4,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系音樂教師碩士在職專班,N 職,M 碩士,3,-,3,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系音樂碩士在職專班,N 職,M 碩士,3,1,2,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02191113,藝術學院學士班,D 日,B 學士,116,37,79,13,22,13,22,7,20,4,15,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02221006,歷史研究所,D 日,D 博士,17,11,6,2,3,1,-,-,-,1,1,1,1,-,-,6,1,-,-,18 新竹市,1 一般
0002,國立清華大學,02221006,歷史研究所,D 日,M 碩士,38,18,20,6,3,5,2,1,2,6,12,-,1,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02222007,人類學研究所,D 日,D 博士,7,4,3,1,-,-,1,-,-,2,-,-,-,-,1,1,1,-,-,18 新竹市,1 一般
0002,國立清華大學,02222007,人類學研究所,D 日,M 碩士,45,15,30,3,10,3,6,4,6,5,8,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02231008,哲學研究所,D 日,M 碩士,31,21,10,7,5,4,3,4,2,6,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,8,2,6,-,3,-,-,1,3,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02299010,人文社會學院學士班,D 日,B 學士,359,100,259,21,59,24,70,19,56,21,52,-,-,-,-,-,-,15,22,18 新竹市,1 一般
0002,國立清華大學,02311002,外國語文學系,D 日,M 碩士,30,4,26,2,9,-,10,-,2,2,5,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02311002,外國語文學系,D 日,B 學士,201,54,147,21,31,12,31,12,32,7,39,-,-,-,-,-,-,2,14,18 新竹市,1 一般
0002,國立清華大學,02321001,台灣文學研究所,D 日,D 博士,20,9,11,1,1,1,1,1,1,1,5,1,2,-,-,4,1,-,-,18 新竹市,1 一般
0002,國立清華大學,02321001,台灣文學研究所,D 日,M 碩士,46,22,24,5,7,8,4,3,4,6,9,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02321101,臺灣語言研究與教學研究所,D 日,D 博士,24,10,14,1,1,2,1,-,2,1,2,-,3,1,1,5,4,-,-,18 新竹市,1 一般
0002,國立清華大學,02321101,臺灣語言研究與教學研究所,D 日,M 碩士,60,17,43,5,8,3,14,3,4,6,11,-,2,-,4,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,D 博士,47,19,28,2,5,2,2,2,4,1,5,2,2,-,3,10,7,-,-,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,M 碩士,87,18,69,6,15,3,18,2,15,7,21,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,B 學士,201,56,145,17,33,13,30,7,34,14,40,-,-,-,-,-,-,5,8,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系,D 日,M 碩士,17,4,13,-,-,-,-,-,-,3,6,1,5,-,2,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系,D 日,B 學士,2,-,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系語文教師碩士在職專班,N 職,M 碩士,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系語文碩士在職專班,N 職,M 碩士,14,3,11,-,-,-,-,-,-,-,-,-,-,3,3,-,8,-,-,18 新竹市,1 一般
0002,國立清華大學,02323114,華文文學研究所,D 日,M 碩士,42,11,31,4,9,1,8,2,11,4,3,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02399005,語言學研究所,D 日,D 博士,17,7,10,1,3,2,2,-,-,2,2,2,2,-,-,-,1,-,-,18 新竹市,1 一般
0002,國立清華大學,02399005,語言學研究所,D 日,M 碩士,40,18,22,3,6,7,5,3,7,5,4,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,D 博士,12,6,6,2,2,-,-,2,1,-,3,-,-,1,-,1,-,-,-,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,M 碩士,54,36,18,17,9,15,8,2,1,2,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,B 學士,472,212,260,51,52,42,71,53,69,52,55,-,-,-,-,-,-,14,13,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,D 博士,20,11,9,4,3,4,2,-,4,2,-,1,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,M 碩士,147,38,109,9,33,6,31,9,20,13,21,1,2,-,1,-,1,-,-,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,B 學士,186,54,132,11,28,17,26,8,36,15,33,-,-,-,-,-,-,3,9,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系教育心理與諮商碩士在職專班,N 職,M 碩士,141,23,118,6,25,6,31,6,18,2,14,-,10,1,6,2,14,-,-,18 新竹市,1 一般
0002,國立清華大學,03141012,社會學研究所,D 日,D 博士,16,8,8,1,-,-,2,-,2,2,1,1,1,1,-,3,2,-,-,18 新竹市,1 一般
0002,國立清華大學,03141012,社會學研究所,D 日,M 碩士,85,51,34,20,8,11,8,5,10,15,8,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,03143013,台灣研究教師在職進修碩士學位班,N 職,M 碩士,68,14,54,5,12,2,14,3,12,1,11,3,5,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,03199015,學習科學研究所,D 日,M 碩士,4,2,2,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,03199111,學習科學與科技研究所,D 日,M 碩士,71,30,41,6,20,16,9,4,7,4,5,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04121019,科技管理學院財務金融碩士在職專班,N 職,M 碩士,59,23,36,7,18,14,16,2,1,-,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,D 博士,6,4,2,2,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,M 碩士,44,26,18,11,12,12,6,2,-,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,B 學士,258,114,144,26,28,24,35,26,33,29,42,-,-,-,-,-,-,9,6,18 新竹市,1 一般
0002,國立清華大學,04131016,經營管理碩士在職專班,N 職,M 碩士,135,77,58,40,19,31,36,4,1,1,1,1,1,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04131016,經營管理碩士在職專班現役軍人營區碩士在職專班,N 職,M 碩士,6,5,1,-,-,-,-,-,-,4,1,1,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04131018,國際專業管理碩士班,D 日,M 碩士,69,30,39,19,18,9,20,-,-,2,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04134014,科技管理學院公共政策與管理碩士在職專班,N 職,M 碩士,56,22,34,12,14,9,20,-,-,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199017,科技管理研究所,D 日,D 博士,25,11,14,4,2,2,1,2,1,1,1,-,3,1,1,1,5,-,-,18 新竹市,1 一般
0002,國立清華大學,04199017,科技管理研究所,D 日,M 碩士,63,25,38,11,21,13,15,1,2,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199021,科技管理學院高階經營管理亞太地區馬來西亞境外碩士在職專班,N 職,M 碩士,16,11,5,8,5,3,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199021,科技管理學院高階經營管理深圳境外碩士在職專班,N 職,M 碩士,15,9,6,8,3,-,2,1,1,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199021,高階經營管理碩士在職專班,N 職,M 碩士,88,60,28,35,13,23,14,2,-,-,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199021,高階經營管理雙聯碩士在職學位學程,N 職,M 碩士,24,14,10,14,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199022,服務科學研究所,D 日,D 博士,15,13,2,1,1,4,-,3,-,2,1,2,-,1,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199022,服務科學研究所,D 日,M 碩士,52,10,42,3,20,5,15,-,7,2,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199023,科技管理學院學士班,D 日,B 學士,306,112,194,16,24,33,56,26,52,29,48,-,-,-,-,-,-,8,14,18 新竹市,1 一般
0002,國立清華大學,04199131,科技管理學院健康政策與經營管理碩士在職專班,N 職,M 碩士,15,6,9,6,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04211B01,學士後法律學士學位學程,D 日,X 4+X,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,18 新竹市,1 一般
0002,國立清華大學,04212024,科技法律研究所,D 日,D 博士,14,9,5,3,-,2,2,-,2,-,1,1,-,2,-,1,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04212024,科技法律研究所,D 日,M 碩士,107,42,65,6,17,13,17,10,13,13,16,-,2,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05111106,應用科學系,D 日,M 碩士,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05111106,應用科學系,D 日,B 學士,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,18 新竹市,1 一般
0002,國立清華大學,05121025,生命科學系,D 日,B 學士,202,116,86,31,14,22,32,35,19,26,19,-,-,-,-,-,-,2,2,18 新竹市,1 一般
0002,國立清華大學,05121026,生物科技研究所,D 日,D 博士,33,20,13,2,3,2,2,3,3,4,3,2,-,3,2,4,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05121026,生物科技研究所,D 日,M 碩士,63,34,29,13,16,18,12,2,1,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05121028,分子與細胞生物研究所,D 日,D 博士,31,22,9,3,2,2,-,5,2,5,2,3,1,-,-,4,2,-,-,18 新竹市,1 一般
0002,國立清華大學,05121028,分子與細胞生物研究所,D 日,M 碩士,38,18,20,10,11,7,8,-,1,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05121029,生技產業博士學位學程,D 日,D 博士,7,3,4,-,-,1,1,-,-,1,-,1,1,-,2,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05121030,生物資訊與結構生物研究所,D 日,D 博士,38,23,15,3,3,4,3,5,1,6,-,1,-,-,2,4,6,-,-,18 新竹市,1 一般
0002,國立清華大學,05121030,生物資訊與結構生物研究所,D 日,M 碩士,59,31,28,18,14,8,11,4,2,1,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05121072,分子醫學研究所,D 日,D 博士,29,15,14,4,3,1,2,1,3,4,-,2,5,1,1,2,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05121072,分子醫學研究所,D 日,M 碩士,42,18,24,7,12,10,8,-,4,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05199032,生命科學院學士班,D 日,B 學士,128,51,77,12,20,14,25,10,12,9,18,-,-,-,-,-,-,6,2,18 新竹市,1 一般
0002,國立清華大學,05199033,系統神經科學研究所,D 日,D 博士,9,6,3,3,-,1,2,1,1,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05199033,系統神經科學研究所,D 日,M 碩士,27,16,11,5,5,9,5,1,-,1,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05211041,環境科技博士學位學程(台灣聯合大學系統),D 日,D 博士,8,5,3,2,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系,D 日,M 碩士,58,23,35,9,13,6,8,6,7,1,4,1,3,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系,D 日,B 學士,29,14,15,-,-,-,-,-,-,10,14,-,-,-,-,-,-,4,1,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系社區與社會學習領域碩士在職專班,N 職,M 碩士,45,15,30,5,7,4,10,3,8,1,1,-,2,-,-,2,2,-,-,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系社會學習領域教師碩士在職專班,N 職,M 碩士,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,D 博士,94,70,24,19,8,11,3,12,3,9,3,6,3,5,1,8,3,-,-,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,M 碩士,190,125,65,68,35,48,29,6,-,3,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,B 學士,246,171,75,46,21,42,21,35,21,42,7,-,-,-,-,-,-,6,5,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,D 博士,74,70,4,15,-,10,-,15,2,12,-,10,-,7,2,1,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,M 碩士,186,158,28,76,10,53,17,18,1,11,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,B 學士,305,245,60,58,20,51,15,63,8,57,12,-,-,-,-,-,-,16,5,18 新竹市,1 一般
0002,國立清華大學,05332039,天文研究所,D 日,D 博士,20,11,9,2,4,-,2,3,2,2,-,2,1,2,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05332039,天文研究所,D 日,M 碩士,16,9,7,5,2,3,4,1,1,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05399040,先進光源科技博士學位學程,D 日,D 博士,2,2,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05399040,先進光源科技碩士學位學程,D 日,M 碩士,16,13,3,4,3,6,-,3,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05399042,理學院學士班,D 日,B 學士,138,113,25,31,9,33,6,26,7,17,3,-,-,-,-,-,-,6,-,18 新竹市,1 一般
0002,國立清華大學,05399121,分析與環境科學研究所,D 日,M 碩士,40,19,21,7,10,9,9,3,2,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,D 博士,15,14,1,3,1,4,-,2,-,1,-,2,-,1,-,1,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,M 碩士,52,46,6,21,3,16,1,7,2,2,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,B 學士,278,232,46,49,15,48,8,60,8,49,9,-,-,-,-,-,-,26,6,18 新竹市,1 一般
0002,國立清華大學,05411092,應用數學系,D 日,B 學士,4,4,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,3,-,18 新竹市,1 一般
0002,國立清華大學,05411115,計算與建模科學研究所,D 日,M 碩士,23,15,8,6,5,7,2,-,1,2,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05421044,統計學研究所,D 日,D 博士,14,8,6,1,3,3,1,3,-,-,1,1,1,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05421044,統計學研究所,D 日,M 碩士,54,43,11,19,6,20,5,4,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,06131053,資訊工程學系,D 日,D 博士,68,57,11,19,1,6,5,7,3,9,1,3,-,4,1,9,-,-,-,18 新竹市,1 一般
0002,國立清華大學,06131053,資訊工程學系,D 日,M 碩士,394,336,58,139,27,157,26,30,3,10,2,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,06131053,資訊工程學系,D 日,B 學士,596,443,153,107,28,109,37,96,40,110,44,-,-,-,-,-,-,21,4,18 新竹市,1 一般
0002,國立清華大學,06131122,資訊安全研究所,D 日,M 碩士,46,38,8,23,4,11,3,4,1,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,06134046,資訊系統與應用研究所,D 日,D 博士,27,24,3,5,1,5,1,5,-,3,-,3,1,-,-,3,-,-,-,18 新竹市,1 一般
0002,國立清華大學,06134046,資訊系統與應用研究所,D 日,M 碩士,149,104,45,44,23,39,13,13,8,8,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,06134048,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,18,12,6,2,1,2,3,-,2,4,-,1,-,2,-,1,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07111057,化學工程學系,D 日,D 博士,95,79,16,19,5,14,4,16,-,17,3,3,1,3,2,7,1,-,-,18 新竹市,1 一般
0002,國立清華大學,07111057,化學工程學系,D 日,M 碩士,185,125,60,68,36,56,21,1,2,-,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07111057,化學工程學系,D 日,B 學士,242,152,90,39,17,34,22,42,21,29,29,-,-,-,-,-,-,8,1,18 新竹市,1 一般
0002,國立清華大學,07112058,材料科學工程學系,D 日,D 博士,134,105,29,19,7,14,4,14,6,10,8,14,3,17,1,17,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07112058,材料科學工程學系,D 日,M 碩士,291,205,86,103,42,73,42,23,2,6,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07112058,材料科學工程學系,D 日,B 學士,464,331,133,79,29,83,29,80,35,85,36,-,-,-,-,-,-,4,4,18 新竹市,1 一般
0002,國立清華大學,07112071,工學院學士班,D 日,B 學士,140,92,48,27,18,24,12,14,6,16,9,-,-,-,-,-,-,11,3,18 新竹市,1 一般
0002,國立清華大學,07112118,前瞻功能材料產業博士學位學程,D 日,D 博士,10,10,-,3,-,3,-,3,-,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07131068,核子工程與科學研究所,D 日,D 博士,21,15,6,-,2,4,-,4,1,2,1,-,-,-,-,5,2,-,-,18 新竹市,1 一般
0002,國立清華大學,07131068,核子工程與科學研究所,D 日,M 碩士,44,27,17,12,9,10,5,4,2,1,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07141049,電機工程學系,D 日,D 博士,84,75,9,16,-,16,-,10,2,11,4,7,1,9,1,6,1,-,-,18 新竹市,1 一般
0002,國立清華大學,07141049,電機工程學系,D 日,M 碩士,407,342,65,124,28,140,20,59,14,19,3,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07141049,電機工程學系,D 日,B 學士,464,379,85,94,14,92,27,91,24,90,18,-,-,-,-,-,-,12,2,18 新竹市,1 一般
0002,國立清華大學,07141050,電子工程研究所,D 日,D 博士,41,39,2,10,1,6,-,5,-,5,-,3,1,4,-,6,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07141050,電子工程研究所,D 日,M 碩士,195,166,29,65,17,65,9,32,3,4,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07141052,光電工程研究所,D 日,D 博士,26,21,5,6,1,3,2,3,1,1,1,5,-,2,-,1,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07141052,光電工程研究所,D 日,M 碩士,127,102,25,42,12,40,9,17,2,3,2,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07141054,通訊工程研究所,D 日,D 博士,24,21,3,5,-,1,1,5,1,4,-,4,1,1,-,1,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07141054,通訊工程研究所,D 日,M 碩士,151,116,35,46,15,48,12,15,6,7,2,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07141055,電機資訊學院學士班,D 日,B 學士,192,147,45,36,6,37,17,33,15,34,7,-,-,-,-,-,-,7,-,18 新竹市,1 一般
0002,國立清華大學,07151056,動力機械工程學系,D 日,D 博士,83,73,10,8,3,12,1,16,-,14,3,7,-,7,-,9,3,-,-,18 新竹市,1 一般
0002,國立清華大學,07151056,動力機械工程學系,D 日,M 碩士,320,260,60,133,31,104,22,17,6,6,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07151056,動力機械工程學系,D 日,B 學士,461,360,101,84,35,87,24,82,22,86,19,-,-,-,-,-,-,21,1,18 新竹市,1 一般
0002,國立清華大學,07151125,智慧生產與智能馬達電控產業碩士專班,D 日,M 碩士,3,2,1,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07151128,動力機械工程學系資通訊科技產品智慧設計控制與熱流產業碩士專班,D 日,M 碩士,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07151129,智慧生產與製造產業碩士專班,D 日,M 碩士,5,5,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07151134,AI智慧製造與工業物聯網產業碩士專班,D 日,M 碩士,3,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07191061,工業工程與工程管理學系,D 日,D 博士,49,30,19,6,5,2,3,6,4,2,-,5,5,3,-,6,2,-,-,18 新竹市,1 一般
0002,國立清華大學,07191061,工業工程與工程管理學系,D 日,M 碩士,205,112,93,58,47,47,41,6,5,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07191061,工業工程與工程管理學系,D 日,B 學士,286,175,111,38,33,45,23,40,28,41,25,-,-,-,-,-,-,11,2,18 新竹市,1 一般
0002,國立清華大學,07191061,工業工程與工程管理學系,N 職,M 碩士,119,73,46,24,18,25,15,2,9,5,-,17,4,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07191123,智慧製造跨院高階主管碩士在職學位學程,N 職,M 碩士,46,43,3,19,1,18,2,6,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07193063,生醫工程與環境科學系,D 日,D 博士,59,35,24,7,5,4,6,9,4,3,3,3,2,1,2,8,2,-,-,18 新竹市,1 一般
0002,國立清華大學,07193063,生醫工程與環境科學系,D 日,M 碩士,108,52,56,17,23,25,22,10,10,-,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07193063,生醫工程與環境科學系,D 日,B 學士,167,109,58,38,9,25,16,23,13,18,16,-,-,-,-,-,-,5,4,18 新竹市,1 一般
