"學年度","細學類","細學類名稱","科系名稱","日間∕進修別","等級別","總計","男生計","女生計","一年級男生","一年級女生","二年級男生","二年級女生","三年級男生","三年級女生","四年級男生","四年級女生","五年級男生","五年級女生","六年級男生","六年級女生","七年級男生","七年級女生","延修生男生","延修生女生"
111,07191,工業工程細學類,工業工程與管理學系,D 日,B 學士,400,237,163,55,39,64,46,54,38,54,36,0,0,0,0,0,0,10,4
111,07191,工業工程細學類,工業工程與管理學系,D 日,B 學士,276,164,112,45,25,38,32,42,22,32,28,0,0,0,0,0,0,7,5
111,07191,工業工程細學類,工業工程與管理學系,D 日,B 學士,154,88,66,21,15,22,24,18,10,23,16,0,0,0,0,0,0,4,1
111,07191,工業工程細學類,工業工程與管理學系,N 職,M 碩士,102,56,46,18,12,12,14,8,8,12,6,2,5,3,1,1,0,0,0
111,07191,工業工程細學類,工業工程學研究所,D 日,D 博士,13,10,3,2,1,3,1,0,1,1,0,1,0,1,0,2,0,0,0
111,07191,工業工程細學類,工業工程學研究所,D 日,M 碩士,60,32,28,13,13,16,11,1,3,2,1,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業工程學研究所,N 職,M 碩士,40,23,17,12,9,11,8,0,0,0,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理系,D 日,B 四技,67,49,18,0,0,7,2,8,3,30,11,0,0,0,0,0,0,4,2
111,07191,工業工程細學類,工業管理系,D 日,B 四技,376,238,138,71,30,56,33,53,34,52,40,0,0,0,0,0,0,6,1
111,07191,工業工程細學類,工業管理系,D 日,B 四技,114,97,17,9,0,26,10,18,3,33,4,0,0,0,0,0,0,11,0
111,07191,工業工程細學類,工業管理系,D 日,B 四技,281,159,122,40,30,39,36,35,28,35,22,0,0,0,0,0,0,10,6
111,07191,工業工程細學類,工業管理系,N 修,B 四技,95,63,32,5,0,13,7,15,9,21,15,0,0,0,0,0,0,9,1
111,07191,工業工程細學類,工業管理系,N 修,C 二技,89,63,26,0,0,0,0,28,17,34,9,0,0,0,0,0,0,1,0
111,07191,工業工程細學類,工業管理系_大數據分析及資訊安全產業碩士專班,D 日,M 碩士,6,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理系_工業4.0科技產業碩士專班,D 日,M 碩士,5,1,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理系_香港二技專班,D 日,C 二技,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,07191,工業工程細學類,工業管理系_國際學生產學合作專班,D 日,B 四技,65,17,48,0,0,4,25,12,23,0,0,0,0,0,0,0,0,1,0
111,07191,工業工程細學類,工業管理系_現役軍人營區在職專班,N 職,M 碩士,11,8,3,0,0,0,0,1,2,7,1,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理系_現役軍人營區在職專班,N 修,B 四技,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,07191,工業工程細學類,工業管理系工業工程與管理碩士在職專班,N 職,M 碩士,15,12,3,6,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理系工業工程與管理碩士班,D 日,M 碩士,56,33,23,16,10,15,9,1,2,1,2,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理系博士班,D 日,D 博士,57,36,21,7,7,10,3,8,4,6,4,0,2,4,0,1,1,0,0
111,07191,工業工程細學類,工業管理系碩士在職專班,N 職,M 碩士,17,11,6,4,1,4,3,3,1,0,1,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理系碩士在職專班,N 職,M 碩士,69,44,25,23,13,20,12,0,0,1,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理系碩士班,D 日,M 碩士,15,12,3,5,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理系碩士班,D 日,M 碩士,152,86,66,38,40,44,24,4,2,0,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理系碩士班,D 日,M 碩士,26,8,18,5,6,1,7,1,5,1,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理研究所,D 日,D 博士,7,5,2,0,0,0,1,2,1,1,0,1,0,1,0,0,0,0,0
111,07191,工業工程細學類,工業管理研究所,D 日,M 碩士,59,35,24,18,11,13,12,3,1,1,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理研究所,N 職,M 碩士,65,33,32,14,16,12,14,0,1,3,0,4,1,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理學系,D 日,M 碩士,52,30,22,24,15,5,6,0,0,1,1,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理學系,D 日,B 學士,190,131,59,35,9,35,24,28,16,28,10,0,0,0,0,0,0,5,0
111,07191,工業工程細學類,工業管理學系,N 修,C 二技,90,68,22,0,0,0,0,3,1,65,21,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理學系科技管理二年制在職專班,N 修,C 二技,30,21,9,0,0,0,0,3,1,18,8,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業管理學系科技管理碩士班,D 日,M 碩士,4,1,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業與系統工程學系,D 日,D 博士,38,26,12,2,2,4,3,6,3,3,2,4,2,2,0,5,0,0,0
111,07191,工業工程細學類,工業與系統工程學系,D 日,M 碩士,86,57,29,21,18,25,8,11,2,0,1,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業與系統工程學系,D 日,B 學士,631,396,235,76,53,87,67,104,56,101,53,0,0,0,0,0,0,28,6
111,07191,工業工程細學類,工業與系統工程學系,N 職,M 碩士,89,51,38,15,16,19,14,10,3,4,4,1,0,2,1,0,0,0,0
111,07191,工業工程細學類,工業與系統工程學系國際碩士班,D 日,M 碩士,6,4,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,工業與服務管理系,N 修,B 四技,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,07191,工業工程細學類,智慧生產工程系,D 日,B 四技,99,88,11,55,5,33,6,0,0,0,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,智慧生產工程系_智慧生產工程系技優領航專班,D 日,B 四技,30,20,10,9,7,11,3,0,0,0,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,智慧生產工程系_雙軌訓練旗艦計畫,D 日,B 四技,21,16,5,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,智慧製造科技研究所,D 日,D 博士,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,智慧製造科技研究所,D 日,M 碩士,29,23,6,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,智慧製造跨院高階主管碩士在職學位學程,N 職,M 碩士,55,48,7,16,5,18,0,9,2,5,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,管理學院_工業工程與管理EMBA東莞境外專班,N 職,M 碩士,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,管理學院工業與科技管理EMBA專班,N 職,M 碩士,81,60,21,34,9,24,12,0,0,2,0,0,0,0,0,0,0,0,0
111,07191,工業工程細學類,精密機械與工業工程系,D 日,B 四技,171,165,6,60,4,34,1,26,1,37,0,0,0,0,0,0,0,8,0
111,07191,工業工程細學類,精密機械與工業工程系,N 修,B 四技,75,69,6,27,0,8,0,14,2,19,4,0,0,0,0,0,0,1,0
111,07191,工業工程細學類,精密機械與工業工程系,N 修,C 二技,92,71,21,0,0,0,0,36,11,35,10,0,0,0,0,0,0,0,0
111,07192,紡織工程細學類,材料與纖維系,D 日,B 四技,291,132,159,29,35,19,41,40,37,37,38,0,0,0,0,0,0,7,8
111,07192,紡織工程細學類,材料與纖維系應用科技碩士班,D 日,M 碩士,10,8,2,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
111,07192,紡織工程細學類,紡織工程學系,D 日,B 學士,163,99,64,26,9,25,15,16,18,19,20,0,0,0,0,0,0,13,2
111,07192,紡織工程細學類,纖維與複合材料學系,D 日,D 博士,14,9,5,2,1,1,2,1,2,4,0,0,0,1,0,0,0,0,0
111,07192,紡織工程細學類,纖維與複合材料學系,D 日,M 碩士,50,39,11,18,5,21,6,0,0,0,0,0,0,0,0,0,0,0,0
111,07192,紡織工程細學類,纖維與複合材料學系,D 日,B 學士,284,194,90,36,10,40,26,59,15,44,38,0,0,0,0,0,0,15,1
111,07193,生醫工程細學類,生物資訊與醫學工程學系,D 日,D 博士,18,11,7,2,2,2,0,2,2,1,2,3,1,1,0,0,0,0,0
111,07193,生醫工程細學類,生物資訊與醫學工程學系,D 日,M 碩士,10,4,6,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物資訊與醫學工程學系,D 日,B 學士,169,92,77,21,24,19,23,24,13,25,13,0,0,0,0,0,0,3,4
111,07193,生醫工程細學類,生物資訊與醫學工程學系,N 職,M 碩士,21,16,5,10,4,2,0,3,1,1,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程系,D 日,B 四技,255,220,35,33,14,50,5,60,8,69,7,0,0,0,0,0,0,8,1
111,07193,生醫工程細學類,生物醫學工程系,D 日,B 四技,101,81,20,13,3,19,6,14,5,24,6,0,0,0,0,0,0,11,0
111,07193,生醫工程細學類,生物醫學工程系_國際學生產學合作專班,D 日,B 四技,67,29,38,0,0,24,35,0,0,0,0,0,0,0,0,0,0,5,3
111,07193,生醫工程細學類,生物醫學工程系福祉科技與醫學工程碩士班,D 日,M 碩士,5,5,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程研究所,D 日,D 博士,11,7,4,2,2,2,0,1,1,2,1,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程研究所,D 日,D 博士,6,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程研究所,D 日,M 碩士,55,20,35,10,16,9,17,1,2,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程研究所,D 日,M 碩士,37,23,14,10,6,5,4,2,3,6,1,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程博士學位學程,D 日,D 博士,11,7,4,2,0,3,0,0,1,1,1,1,2,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程博士學位學程,D 日,D 博士,3,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程碩士學位學程,D 日,M 碩士,13,6,7,2,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程學系,D 日,D 博士,21,14,7,1,1,2,2,0,1,4,0,2,1,3,1,2,1,0,0
111,07193,生醫工程細學類,生物醫學工程學系,D 日,D 博士,49,40,9,5,3,6,2,9,2,10,1,5,0,3,1,2,0,0,0
111,07193,生醫工程細學類,生物醫學工程學系,D 日,D 博士,79,52,27,11,8,14,3,5,5,10,5,4,1,4,4,4,1,0,0
111,07193,生醫工程細學類,生物醫學工程學系,D 日,M 碩士,92,51,41,27,19,20,20,3,2,1,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程學系,D 日,M 碩士,58,43,15,19,6,16,5,7,3,1,1,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程學系,D 日,M 碩士,92,59,33,24,14,25,13,7,4,3,2,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程學系,D 日,M 碩士,20,13,7,5,4,6,1,1,2,1,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程學系,D 日,B 學士,124,80,44,18,10,20,7,20,14,19,13,0,0,0,0,0,0,3,0
111,07193,生醫工程細學類,生物醫學工程學系,D 日,B 學士,22,13,9,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程學系,D 日,B 學士,41,24,17,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生物醫學工程學系,D 日,B 學士,336,170,166,32,33,44,53,46,40,41,36,0,0,0,0,0,0,7,4
111,07193,生醫工程細學類,生物醫學工程學系,D 日,B 學士,172,85,87,19,20,24,24,19,22,21,20,0,0,0,0,0,0,2,1
111,07193,生醫工程細學類,生物醫學工程學系,D 日,B 學士,137,71,66,20,11,18,13,14,17,14,18,0,0,0,0,0,0,5,7
111,07193,生醫工程細學類,生物醫學工程學系,D 日,B 學士,632,310,322,60,88,79,77,67,82,74,66,0,0,0,0,0,0,30,9
111,07193,生醫工程細學類,生物醫學工程學系,N 職,M 碩士,19,12,7,1,1,1,2,3,2,2,0,1,1,2,0,2,1,0,0
111,07193,生醫工程細學類,生物醫學工程學系醫療器材創新國際碩士班,D 日,M 碩士,15,6,9,2,5,4,2,0,0,0,2,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生醫工程研究所,D 日,D 博士,10,6,4,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生醫工程研究所,D 日,M 碩士,33,21,12,12,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生醫工程研究所,D 日,M 碩士,129,74,55,22,19,26,20,20,13,6,3,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生醫工程與環境科學系,D 日,D 博士,57,34,23,8,4,4,5,4,6,7,3,3,2,4,1,4,2,0,0
111,07193,生醫工程細學類,生醫工程與環境科學系,D 日,M 碩士,113,48,65,19,26,13,21,14,14,2,4,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生醫工程與環境科學系,D 日,B 學士,171,116,55,28,17,40,8,21,16,22,13,0,0,0,0,0,0,5,1
111,07193,生醫工程細學類,生醫光電研究所,D 日,D 博士,20,13,7,2,1,2,4,4,1,2,0,3,0,0,0,0,1,0,0
111,07193,生醫工程細學類,生醫光電研究所,D 日,M 碩士,70,49,21,20,8,22,9,6,3,1,1,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生醫科學與工程博士學位學程,D 日,D 博士,18,16,2,2,1,1,0,2,0,2,0,2,0,4,0,3,1,0,0
111,07193,生醫工程細學類,生醫科學與工程學系,D 日,B 學士,104,55,49,21,14,15,10,12,12,7,13,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生醫科學與工程學系人工智慧精準醫療碩士在職專班,N 職,M 碩士,14,8,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生醫科學與工程學系生物醫學工程博士班,D 日,D 博士,11,6,5,1,1,0,1,1,1,2,0,2,1,0,1,0,0,0,0
111,07193,生醫工程細學類,生醫科學與工程學系生物醫學工程碩士班,D 日,M 碩士,37,24,13,10,6,9,6,3,1,1,0,1,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生醫科學與工程學系系統生物與生物資訊博士班,D 日,D 博士,19,12,7,3,2,2,1,1,2,2,0,2,1,0,1,2,0,0,0
111,07193,生醫工程細學類,生醫科學與工程學系系統生物與生物資訊碩士班,D 日,M 碩士,27,17,10,8,3,5,4,3,2,0,1,1,0,0,0,0,0,0,0
111,07193,生醫工程細學類,生醫科學與工程學系跨領域轉譯醫學博士班,D 日,D 博士,32,26,6,5,0,4,1,6,1,2,1,4,2,3,1,2,0,0,0
111,07193,生醫工程細學類,生醫資訊暨生醫工程碩士學位學程,D 日,M 碩士,15,10,5,3,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,高齡福祉科技研究所,D 日,M 碩士,16,6,10,2,3,3,4,0,3,1,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,國際生醫工程博士學位學程,D 日,D 博士,12,3,9,0,5,2,0,1,2,0,2,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,創新科技應用於生物醫學暨醫療照護產品研發國際博士學位學程,D 日,D 博士,17,12,5,3,4,6,1,3,0,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,智慧生醫博士學位學程,D 日,D 博士,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,影像與生醫光電研究所,D 日,M 碩士,67,57,10,17,4,20,4,16,2,4,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,數位醫療學士學位學程,D 日,B 學士,4,3,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,醫學工程與復健科技產業博士學位學程,D 日,D 博士,13,11,2,3,0,2,0,3,0,0,1,2,0,1,1,0,0,0,0
111,07193,生醫工程細學類,醫學工程學系,D 日,D 博士,94,73,21,10,6,17,2,11,4,10,4,9,2,7,2,9,1,0,0
111,07193,生醫工程細學類,醫學工程學系,D 日,M 碩士,111,47,64,21,37,19,22,5,5,2,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,醫學工程學系,D 日,B 學士,81,63,18,18,4,13,4,19,7,11,3,0,0,0,0,0,0,2,0
111,07193,生醫工程細學類,醫學工程學系,D 日,B 學士,89,52,37,16,7,11,12,13,7,9,10,0,0,0,0,0,0,3,1
111,07193,生醫工程細學類,醫學研究所,D 日,M 碩士,14,8,6,5,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,醫學科技研究所,D 日,D 博士,15,8,7,3,0,3,4,2,3,0,0,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,醫學科技研究所,D 日,M 碩士,49,19,30,6,13,8,8,4,7,1,2,0,0,0,0,0,0,0,0
111,07193,生醫工程細學類,醫療器材設計與材料碩士學位學程,D 日,M 碩士,26,19,7,8,4,6,3,3,0,2,0,0,0,0,0,0,0,0,0
111,07194,綜合工程細學類,工程科技研究所,D 日,D 博士,58,47,11,8,3,10,1,12,2,6,1,4,1,2,2,5,1,0,0
111,07194,綜合工程細學類,工程科技菁英班,D 日,B 四技,30,25,5,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07194,綜合工程細學類,工程科技學士班,D 日,B 四技,57,35,22,35,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07194,綜合工程細學類,工程科學博士學位學程,D 日,D 博士,9,8,1,1,0,1,0,0,0,2,1,1,0,0,0,3,0,0,0
111,07194,綜合工程細學類,工程與系統科學系,D 日,D 博士,86,68,18,11,3,5,5,11,4,13,0,5,3,3,1,20,2,0,0
111,07194,綜合工程細學類,工程與系統科學系,D 日,M 碩士,203,152,51,60,24,65,19,21,7,6,1,0,0,0,0,0,0,0,0
111,07194,綜合工程細學類,工程與系統科學系,D 日,B 學士,418,261,157,62,41,66,34,56,44,65,35,0,0,0,0,0,0,12,3
111,07194,綜合工程細學類,工程學院_先進科技全英語外國學生專班,D 日,B 四技,24,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07194,綜合工程細學類,工程學院英語學士班,D 日,B 學士,92,63,29,16,7,16,5,10,6,17,11,0,0,0,0,0,0,4,0
111,07194,綜合工程細學類,工程學院學士班,D 日,B 學士,41,30,11,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07194,綜合工程細學類,工學院工程科技博士班,D 日,D 博士,80,67,13,11,1,10,0,6,5,16,1,6,1,6,1,12,4,0,0
111,07194,綜合工程細學類,工學院學士班,D 日,B 學士,101,74,27,19,11,20,2,13,11,19,2,0,0,0,0,0,0,3,1
111,07194,綜合工程細學類,光機電與材料學士學位學程,D 日,B 學士,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
111,07194,綜合工程細學類,先進科技全英語學士學位學程,D 日,B 四技,3,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
111,07194,綜合工程細學類,全球發展工程學士學位學程,D 日,B 四技,80,58,22,19,4,13,6,10,7,16,5,0,0,0,0,0,0,0,0
111,07194,綜合工程細學類,奈米工程與微系統研究所,D 日,D 博士,41,33,8,5,0,4,2,5,0,7,1,6,1,3,2,3,2,0,0
111,07194,綜合工程細學類,奈米工程與微系統研究所,D 日,M 碩士,54,39,15,19,7,12,7,7,1,1,0,0,0,0,0,0,0,0,0
111,07194,綜合工程細學類,原子科學院學士班,D 日,B 學士,98,64,34,21,6,19,10,9,11,13,7,0,0,0,0,0,0,2,0
111,07194,綜合工程細學類,海事風電工程碩士學位學程,D 日,M 碩士,12,10,2,4,0,3,2,2,0,1,0,0,0,0,0,0,0,0,0
111,07194,綜合工程細學類,海事學院海事科技產學合作博士班,D 日,D 博士,28,25,3,5,2,6,0,6,0,4,0,0,1,3,0,1,0,0,0
111,07194,綜合工程細學類,理工學院工程科技碩士在職專班,N 職,M 碩士,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
111,07194,綜合工程細學類,產業科技學士學位學程,N 修,B 四技,62,42,20,10,2,23,8,9,10,0,0,0,0,0,0,0,0,0,0
111,07194,綜合工程細學類,智慧機電工程與應用系,D 日,B 四技,17,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07194,綜合工程細學類,精密製造科技研究所,D 日,D 博士,24,20,4,5,1,6,1,2,1,5,0,1,0,1,1,0,0,0,0
111,07194,綜合工程細學類,綠色科技學程碩士在職專班,N 職,M 碩士,25,22,3,8,2,8,1,2,0,2,0,0,0,1,0,1,0,0,0
111,07199,其他工程及工程業細學類,工程學士班,D 日,B 四技,45,30,15,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,工程學院_先進科技全英語外國學生專班,D 日,B 四技,67,47,20,0,0,12,3,20,10,14,7,0,0,0,0,0,0,1,0
111,07199,其他工程及工程業細學類,工業教育與技術學系,D 日,D 博士,125,88,37,14,6,10,8,15,3,12,7,17,4,9,5,11,4,0,0
111,07199,其他工程及工程業細學類,工業教育與技術學系,D 日,M 碩士,74,59,15,23,7,20,7,11,1,5,0,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,工業教育與技術學系,D 日,B 學士,315,280,35,70,10,67,11,65,9,69,5,0,0,0,0,0,0,9,0
111,07199,其他工程及工程業細學類,工業教育與技術學系產業製程研發與資訊應用控制產業碩士專班,D 日,M 碩士,18,14,4,0,0,12,4,0,0,2,0,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,工業教育與技術學系數位學習碩士班,D 日,M 碩士,15,12,3,4,2,4,1,3,0,1,0,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,工學院碩士在職專班,N 職,M 碩士,417,321,96,72,31,82,24,79,19,43,15,45,7,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,光電與材料工程學系,D 日,B 學士,198,161,37,32,6,37,8,45,2,30,19,0,0,0,0,0,0,17,2
111,07199,其他工程及工程業細學類,全球營運管理碩士雙聯學位學程,D 日,M 碩士,3,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,系統工程與科技學士學位學程,D 日,B 學士,732,550,182,70,28,139,54,145,46,196,54,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,臥虎專班,D 日,B 四技,30,29,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,科技學院_新南向車用電子國際學生學合作專班,D 日,B 四技,32,8,24,0,0,0,0,0,0,8,24,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,高階科技研發碩士在職學位學程,N 職,M 碩士,76,70,6,42,4,25,2,2,0,1,0,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,智能製造與工程管理碩士在職學位學程,N 職,M 碩士,162,123,39,39,9,36,13,23,14,15,3,7,0,3,0,0,0,0,0
111,07199,其他工程及工程業細學類,智慧產業科技研發博士學位學程,D 日,D 博士,16,11,5,4,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,智慧創意工程學士學位學程,D 日,B 學士,29,18,11,7,7,11,4,0,0,0,0,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,智慧製造與資訊應用碩士學位學程,D 日,M 碩士,10,5,5,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,智慧機器人學士學位學程,D 日,B 四技,14,10,4,0,0,5,0,2,3,3,1,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,電聲碩士學位學程,D 日,M 碩士,17,13,4,8,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,製藥工程系,D 日,B 四技,52,26,26,7,5,7,4,5,5,7,12,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,製藥工程系,D 日,C 二技,57,13,44,0,0,0,0,7,21,5,23,0,0,0,0,0,0,1,0
111,07199,其他工程及工程業細學類,製藥工程系生物醫學碩士班,D 日,M 碩士,46,21,25,13,5,6,11,2,7,0,2,0,0,0,0,0,0,0,0
111,07199,其他工程及工程業細學類,製藥工程科,D 日,5 五專,181,70,111,16,30,15,24,15,30,17,15,6,10,0,0,0,0,1,2
111,07199,其他工程及工程業細學類,環境智能及智慧系統博士學位學程,D 日,D 博士,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,07211,食品科學細學類,水產食品科學系,D 日,B 四技,450,142,308,31,85,30,71,45,71,30,79,0,0,0,0,0,0,6,2
111,07211,食品科學細學類,水產食品科學系,N 修,B 四技,149,65,84,19,13,15,28,13,19,14,20,0,0,0,0,0,0,4,4
111,07211,食品科學細學類,水產食品科學系碩士在職專班,N 職,M 碩士,25,10,15,4,6,4,5,0,1,2,2,0,0,0,1,0,0,0,0
111,07211,食品科學細學類,水產食品科學系碩士班,D 日,M 碩士,37,10,27,6,13,4,11,0,3,0,0,0,0,0,0,0,0,0,0
111,07211,食品科學細學類,生物技術系,D 日,B 四技,31,22,9,0,0,5,3,4,1,7,4,0,0,0,0,0,0,6,1
111,07211,食品科學細學類,生物技術系,N 修,C 二技,28,14,14,0,0,0,0,0,0,13,14,0,0,0,0,0,0,1,0
111,07211,食品科學細學類,生物技術系碩士班,D 日,M 碩士,4,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
111,07211,食品科學細學類,生物技術科,N 修,2 二專,26,25,1,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0
111,07211,食品科學細學類,保健食品系,D 日,B 四技,27,11,16,0,0,1,3,1,3,7,10,0,0,0,0,0,0,2,0
111,07211,食品科學細學類,保健食品系,N 修,B 四技,19,7,12,0,0,1,2,4,5,2,4,0,0,0,0,0,0,0,1
111,07211,食品科學細學類,保健食品系,N 修,C 二技,13,5,8,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0
111,07211,食品科學細學類,保健食品系碩士在職專班,N 職,M 碩士,5,2,3,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0
111,07211,食品科學細學類,食品生技碩士學位學程在職專班,N 職,M 碩士,8,5,3,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0
111,07211,食品科學細學類,食品生物技術應用二年制在職學位學程,N 修,C 二技,37,18,19,0,0,0,0,7,11,11,8,0,0,0,0,0,0,0,0
111,07211,食品科學細學類,食品安全研究所,D 日,M 碩士,33,9,24,4,13,5,8,0,2,0,1,0,0,0,0,0,0,0,0
111,07211,食品科學細學類,食品安全碩士學位學程,D 日,M 碩士,19,3,16,1,6,2,8,0,2,0,0,0,0,0,0,0,0,0,0
