"學年度","細學類","細學類名稱","科系名稱","日間∕進修別","等級別","總計","男生計","女生計","一年級男生","一年級女生","二年級男生","二年級女生","三年級男生","三年級女生","四年級男生","四年級女生","五年級男生","五年級女生","六年級男生","六年級女生","七年級男生","七年級女生","延修生男生","延修生女生"
111,01114,教育行政細學類,教育經營與管理學系校務經營碩士在職專班,N 職,M 碩士,55,9,46,3,16,2,16,2,6,2,6,0,1,0,1,0,0,0,0
111,01114,教育行政細學類,教育經營與管理學系教育政策與管理博士班,D 日,D 博士,78,42,36,6,7,5,5,3,5,7,4,3,5,2,3,16,7,0,0
111,01114,教育行政細學類,教育經營與管理學系教育政策與管理碩士班,D 日,M 碩士,65,22,43,2,13,8,11,5,8,4,6,2,3,0,0,1,2,0,0
111,01114,教育行政細學類,教育經營與管理學系教育領導與管理碩士在職專班,N 職,M 碩士,23,5,18,2,8,1,5,2,2,0,3,0,0,0,0,0,0,0,0
111,01114,教育行政細學類,教育經營與管理學系學校行政碩士學位班,N 職,M 碩士,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,01114,教育行政細學類,教育與未來設計學系前瞻教育領導與科技管理博士班,D 日,D 博士,8,5,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
111,01114,教育行政細學類,教育領導與科技發展學士學位學程,D 日,B 學士,138,41,97,6,19,7,26,13,28,12,22,0,0,0,0,0,0,3,2
111,01114,教育行政細學類,教育領導與發展研究所,D 日,M 碩士,33,10,23,4,5,1,8,3,6,2,3,0,0,0,1,0,0,0,0
111,01114,教育行政細學類,教育領導與發展研究所,N 職,M 碩士,85,18,67,4,16,4,19,6,13,1,8,2,9,1,2,0,0,0,0
111,01114,教育行政細學類,教育領導與管理發展國際博士學位學程,D 日,D 博士,9,2,7,0,3,0,1,0,2,1,0,1,0,0,1,0,0,0,0
111,01114,教育行政細學類,教育領導與管理發展國際碩士學位學程,D 日,M 碩士,20,8,12,5,6,3,5,0,1,0,0,0,0,0,0,0,0,0,0
111,01114,教育行政細學類,教育學院教育領導與科技管理博士班,D 日,D 博士,27,14,13,0,0,1,1,3,3,2,4,0,0,3,3,5,2,0,0
111,01114,教育行政細學類,學校行政碩士在職專班,N 職,M 碩士,80,28,52,7,16,9,17,8,10,1,7,3,2,0,0,0,0,0,0
111,01115,課程與教學細學類,STEM教育國際碩士學位學程,D 日,M 碩士,4,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
111,01115,課程與教學細學類,科學教育研究所,D 日,D 博士,27,14,13,2,1,3,3,3,1,1,4,3,1,1,2,1,1,0,0
111,01115,課程與教學細學類,科學教育研究所,D 日,M 碩士,59,33,26,12,8,11,13,6,4,4,1,0,0,0,0,0,0,0,0
111,01115,課程與教學細學類,教育與未來設計學系,N 職,M 碩士,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,01115,課程與教學細學類,教育與未來設計學系課程與教學碩士在職專班,N 職,M 碩士,23,10,13,2,2,2,4,3,4,1,1,0,0,2,2,0,0,0,0
111,01115,課程與教學細學類,教育學系課程與教學碩士在職專班,N 職,M 碩士,50,8,42,2,13,2,11,1,6,1,6,2,6,0,0,0,0,0,0
111,01115,課程與教學細學類,教育學系課程與教學碩士學位班,N 職,M 碩士,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
111,01115,課程與教學細學類,華德福教育碩士在職學位學程,N 職,M 碩士,24,4,20,0,0,3,11,0,0,1,9,0,0,0,0,0,0,0,0
111,01115,課程與教學細學類,課程教學與科技研究所,D 日,M 碩士,25,9,16,0,4,4,3,1,3,1,2,3,1,0,3,0,0,0,0
111,01115,課程與教學細學類,課程與教學研究所,D 日,D 博士,34,14,20,3,0,2,3,3,4,2,4,1,2,1,3,2,4,0,0
111,01115,課程與教學細學類,課程與教學研究所,D 日,M 碩士,48,10,38,3,11,3,9,3,9,1,9,0,0,0,0,0,0,0,0
111,01115,課程與教學細學類,課程與教學傳播科技研究所,D 日,D 博士,38,12,26,1,4,1,3,1,2,2,1,0,4,3,2,4,10,0,0
111,01115,課程與教學細學類,課程與教學傳播科技研究所教育傳播與科技碩士在職專班,N 職,M 碩士,21,6,15,0,0,0,0,2,4,3,8,0,0,1,3,0,0,0,0
111,01115,課程與教學細學類,課程與教學傳播科技研究所教育傳播與科技碩士班,D 日,M 碩士,43,8,35,4,12,2,10,0,9,2,4,0,0,0,0,0,0,0,0
111,01115,課程與教學細學類,課程與教學傳播科技研究所教學碩士學位班(夜間班),N 職,M 碩士,3,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
111,01115,課程與教學細學類,課程與教學傳播科技研究所課程教學與學習科技碩士在職專班,N 職,M 碩士,32,8,24,4,12,4,12,0,0,0,0,0,0,0,0,0,0,0,0
111,01115,課程與教學細學類,課程與教學傳播科技研究所課程與教學碩士在職專班,N 職,M 碩士,13,4,9,0,0,0,0,1,4,3,4,0,1,0,0,0,0,0,0
111,01115,課程與教學細學類,課程與教學傳播科技研究所課程與教學碩士班,D 日,M 碩士,74,13,61,1,15,1,15,4,11,5,11,2,4,0,4,0,1,0,0
111,01115,課程與教學細學類,學習與教學研究所,D 日,D 博士,26,5,21,0,4,1,3,0,4,1,1,1,3,0,5,2,1,0,0
111,01115,課程與教學細學類,學習與教學研究所,D 日,M 碩士,34,8,26,2,10,3,5,1,8,2,3,0,0,0,0,0,0,0,0
111,01115,課程與教學細學類,學習與教學國際碩士學位學程,D 日,M 碩士,23,8,15,3,7,4,5,0,2,1,0,0,0,0,1,0,0,0,0
111,01115,課程與教學細學類,學習與媒材設計學系課程與教學碩士在職專班,N 職,M 碩士,82,9,73,2,23,2,23,2,15,1,8,1,3,1,1,0,0,0,0
111,01115,課程與教學細學類,學習與媒材設計學系課程與教學碩士班,D 日,M 碩士,44,2,42,0,11,0,9,0,11,0,4,0,4,2,3,0,0,0,0
111,01115,課程與教學細學類,學習與媒材設計學系課程與教學碩士學位班,N 職,M 碩士,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,01116,教育科技細學類,教育科技學系,D 日,M 碩士,28,8,20,4,9,3,6,1,3,0,2,0,0,0,0,0,0,0,0
111,01116,教育科技細學類,教育科技學系,D 日,B 學士,423,142,281,24,53,40,64,31,84,39,72,0,0,0,0,0,0,8,8
111,01116,教育科技細學類,教育科技學系,N 職,M 碩士,6,2,4,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0
111,01116,教育科技細學類,教育科技學系數位學習碩士在職專班,N 職,M 碩士,65,22,43,8,16,5,16,6,8,0,2,1,1,2,0,0,0,0,0
111,01116,教育科技細學類,教學專業發展數位學習碩士在職專班,N 職,M 碩士,84,13,71,4,27,4,24,3,7,2,13,0,0,0,0,0,0,0,0
111,01116,教育科技細學類,資訊教育研究所,D 日,D 博士,24,9,15,1,3,2,4,2,1,2,1,0,3,1,3,1,0,0,0
111,01116,教育科技細學類,資訊教育研究所,D 日,M 碩士,71,27,44,9,13,9,15,6,9,3,7,0,0,0,0,0,0,0,0
111,01116,教育科技細學類,數位學習設計與管理學系,D 日,M 碩士,17,4,13,0,5,4,3,0,0,0,5,0,0,0,0,0,0,0,0
111,01116,教育科技細學類,數位學習設計與管理學系,D 日,B 學士,189,93,96,26,25,23,24,24,21,19,26,0,0,0,0,0,0,1,0
111,01116,教育科技細學類,數位學習與教育研究所,D 日,D 博士,40,24,16,7,5,6,4,6,5,3,2,0,0,1,0,1,0,0,0
111,01116,教育科技細學類,數位學習與教育研究所,D 日,M 碩士,72,17,55,5,22,10,27,1,2,1,4,0,0,0,0,0,0,0,0
111,01116,教育科技細學類,數位學習與教育研究所,N 職,M 碩士,43,9,34,3,12,4,13,2,5,0,4,0,0,0,0,0,0,0,0
111,01116,教育科技細學類,學習科學學士學位學程,D 日,B 學士,71,33,38,8,7,10,7,4,10,7,10,0,0,0,0,0,0,4,4
111,01116,教育科技細學類,學習與媒材設計學系,D 日,B 學士,174,34,140,8,34,7,35,6,34,9,30,0,0,0,0,0,0,4,7
111,01117,教育測驗評量細學類,教育資訊與測驗統計研究所,D 日,D 博士,35,14,21,1,4,1,4,3,2,3,5,1,3,1,2,4,1,0,0
111,01117,教育測驗評量細學類,教育資訊與測驗統計研究所,D 日,M 碩士,40,25,15,7,6,11,4,6,1,1,3,0,0,0,1,0,0,0,0
111,01117,教育測驗評量細學類,教育資訊與測驗統計研究所,N 職,M 碩士,37,10,27,3,3,4,11,3,7,0,4,0,2,0,0,0,0,0,0
111,01118,技職教育細學類,工業教育與技術學系技職行政管理碩士在職專班,N 職,M 碩士,70,43,27,15,6,10,6,3,3,5,2,8,7,2,3,0,0,0,0
111,01118,技職教育細學類,工業教育與技術學系技職教育教學碩士在職專班,N 職,M 碩士,48,24,24,9,10,7,13,2,1,1,0,2,0,3,0,0,0,0,0
111,01118,技職教育細學類,工業教育學系,D 日,M 碩士,88,59,29,23,7,17,11,14,7,5,4,0,0,0,0,0,0,0,0
111,01118,技職教育細學類,技術及職業教育研究所,D 日,D 博士,126,72,54,12,8,15,7,10,11,8,5,11,5,6,3,10,15,0,0
111,01118,技職教育細學類,技術及職業教育研究所,D 日,M 碩士,91,27,64,9,28,8,18,8,12,2,5,0,1,0,0,0,0,0,0
111,01118,技職教育細學類,技術及職業教育研究所,N 職,M 碩士,108,42,66,18,22,11,21,5,12,6,5,1,4,1,2,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒保育系,D 日,B 四技,117,7,110,0,27,1,28,2,31,4,22,0,0,0,0,0,0,0,2
111,01121,幼兒師資教育細學類,幼兒保育系,N 修,C 二技,183,13,170,0,0,0,0,7,81,6,89,0,0,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒保育科,N 修,2 二專,60,5,55,2,31,3,24,0,0,0,0,0,0,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒保育暨產業系,D 日,B 四技,159,13,146,2,24,2,38,3,34,4,38,0,0,0,0,0,0,2,12
111,01121,幼兒師資教育細學類,幼兒保育暨產業系,N 修,C 二技,112,9,103,0,0,0,0,4,48,5,53,0,0,0,0,0,0,0,2
111,01121,幼兒師資教育細學類,幼兒教育研究所,D 日,M 碩士,54,5,49,3,11,0,14,2,14,0,10,0,0,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,M 碩士,97,11,86,1,23,2,13,1,16,3,17,2,8,2,9,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,M 碩士,38,5,33,1,15,3,11,1,6,0,1,0,0,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,M 碩士,34,1,33,0,12,0,10,0,6,1,5,0,0,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,M 碩士,36,3,33,1,4,0,11,2,8,0,9,0,1,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,M 碩士,20,2,18,1,4,0,9,1,4,0,1,0,0,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,M 碩士,18,1,17,0,5,1,3,0,6,0,2,0,1,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,M 碩士,68,7,61,2,12,3,17,2,16,0,16,0,0,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,M 碩士,17,2,15,0,6,2,3,0,4,0,2,0,0,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,M 碩士,84,12,72,1,15,5,29,3,16,3,12,0,0,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,B 學士,339,28,311,8,78,7,73,9,72,2,79,0,0,0,0,0,0,2,9
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,B 學士,535,39,496,5,117,10,121,13,132,7,118,0,0,0,0,0,0,4,8
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,B 學士,200,9,191,1,53,4,43,3,47,1,46,0,0,0,0,0,0,0,2
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,B 學士,171,20,151,3,40,7,43,5,30,5,36,0,0,0,0,0,0,0,2
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,B 學士,25,2,23,0,0,0,2,1,5,1,15,0,0,0,0,0,0,0,1
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,B 學士,181,33,148,2,37,13,35,11,32,5,40,0,0,0,0,0,0,2,4
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,B 學士,162,10,152,0,38,6,37,3,39,1,33,0,0,0,0,0,0,0,5
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,B 學士,161,23,138,4,24,8,38,5,35,6,36,0,0,0,0,0,0,0,5
111,01121,幼兒師資教育細學類,幼兒教育學系,D 日,B 學士,495,56,439,13,92,13,116,13,116,17,111,0,0,0,0,0,0,0,4
111,01121,幼兒師資教育細學類,幼兒教育學系,N 職,M 碩士,122,9,113,3,37,4,33,2,24,0,14,0,5,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,N 職,M 碩士,53,3,50,1,19,2,16,0,9,0,4,0,2,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,N 職,M 碩士,65,3,62,0,19,0,11,2,15,0,8,0,5,0,1,1,3,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,N 職,M 碩士,35,2,33,1,14,0,1,1,13,0,0,0,3,0,2,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,N 職,M 碩士,48,2,46,0,14,0,10,1,9,1,11,0,1,0,0,0,1,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系,N 職,M 碩士,81,2,79,0,22,0,13,1,9,1,18,0,8,0,9,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系幼兒教育學士後學位學程教保員專班,P 進,B 學士,40,1,39,1,15,0,23,0,0,0,0,0,0,0,0,0,0,0,1
111,01121,幼兒師資教育細學類,幼兒教育學系幼教教學碩士學位班,N 職,M 碩士,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系早期療育碩士在職專班,N 職,M 碩士,51,4,47,1,10,2,10,0,10,0,10,0,2,1,5,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系早期療育碩士班,D 日,M 碩士,39,3,36,1,9,1,13,1,6,0,7,0,1,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系原住民專班,D 日,B 學士,108,9,99,3,22,2,26,3,26,1,25,0,0,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系碩士在職專班(暑期班),N 職,M 碩士,89,2,87,0,21,0,23,2,14,0,16,0,7,0,5,0,1,0,0
111,01121,幼兒師資教育細學類,幼兒教育學系學士後學位學程教保員專班,D 日,B 學士,39,0,39,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒與家庭教育學系,D 日,M 碩士,78,8,70,2,17,1,17,1,12,1,8,2,8,1,5,0,3,0,0
111,01121,幼兒師資教育細學類,幼兒與家庭教育學系,D 日,B 學士,192,17,175,1,46,6,38,6,42,2,43,0,0,0,0,0,0,2,6
111,01121,幼兒師資教育細學類,幼兒與家庭教育學系,N 職,M 碩士,98,1,97,0,22,1,27,0,22,0,17,0,8,0,1,0,0,0,0
111,01121,幼兒師資教育細學類,幼兒與家庭教育學系教學碩士學位班,N 職,M 碩士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111,01121,幼兒師資教育細學類,兒童教育暨事業經營系,D 日,B 四技,237,12,225,3,42,5,49,0,50,2,66,0,0,0,0,0,0,2,18
111,01121,幼兒師資教育細學類,兒童教育暨事業經營系,N 修,B 四技,123,8,115,6,25,0,23,1,32,1,28,0,0,0,0,0,0,0,7
111,01121,幼兒師資教育細學類,兒童教育暨事業經營系,N 修,C 二技,259,21,238,0,0,0,0,12,135,9,101,0,0,0,0,0,0,0,2
111,01121,幼兒師資教育細學類,嬰幼兒保育系國際蒙特梭利碩士學位專班,D 日,M 碩士,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,公民教育與活動領導學系,D 日,D 博士,49,24,25,4,4,4,3,1,6,1,2,4,6,6,2,4,2,0,0
111,01131,普通科目師資教育細學類,公民教育與活動領導學系,D 日,M 碩士,74,24,50,6,21,8,12,4,11,6,6,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,公民教育與活動領導學系,D 日,B 學士,363,144,219,40,43,34,52,32,52,31,55,0,0,0,0,0,0,7,17
111,01131,普通科目師資教育細學類,公民教育與活動領導學系活動領導碩士在職專班,N 職,M 碩士,48,15,33,9,21,0,0,4,11,1,1,1,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,公民教育與活動領導學系學生事務碩士在職專班,N 職,M 碩士,36,13,23,8,4,0,0,3,12,1,4,1,1,0,2,0,0,0,0
111,01131,普通科目師資教育細學類,公共事務與公民教育學系,D 日,M 碩士,38,20,18,7,4,3,7,4,3,6,4,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,公共事務與公民教育學系,D 日,B 學士,139,50,89,12,22,10,24,14,21,14,21,0,0,0,0,0,0,0,1
111,01131,普通科目師資教育細學類,外語教學系,D 日,B 四技,393,104,289,20,64,26,58,27,66,21,66,0,0,0,0,0,0,10,35
111,01131,普通科目師資教育細學類,外語教學系外語文教事業發展碩士在職專班,N 職,M 碩士,28,5,23,4,4,0,6,1,5,0,2,0,4,0,2,0,0,0,0
111,01131,普通科目師資教育細學類,社會教育學系,D 日,D 博士,33,8,25,0,5,4,2,0,4,0,4,2,2,1,5,1,3,0,0
111,01131,普通科目師資教育細學類,社會教育學系,D 日,M 碩士,79,15,64,3,24,5,18,4,11,3,11,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,社會教育學系,D 日,B 學士,228,53,175,11,45,13,38,10,41,12,40,0,0,0,0,0,0,7,11
111,01131,普通科目師資教育細學類,社會教育學系社會教育與文化行政碩士在職專班,N 職,M 碩士,46,4,42,0,0,3,14,0,2,1,15,0,2,0,9,0,0,0,0
111,01131,普通科目師資教育細學類,科學教育研究所,D 日,D 博士,27,14,13,3,0,2,2,2,2,2,0,1,3,0,3,4,3,0,0
111,01131,普通科目師資教育細學類,科學教育研究所,D 日,M 碩士,22,12,10,5,5,5,0,2,2,0,3,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,科學教育研究所數理創意教學及科普推廣碩士在職專班,N 職,M 碩士,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,科學教育研究所數理創意教學碩士在職專班馬來西亞境外專班,N 職,M 碩士,21,11,10,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,科學教育與應用學系,D 日,M 碩士,18,6,12,2,3,2,7,2,0,0,1,0,1,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,科學教育與應用學系,D 日,B 學士,174,100,74,21,23,23,17,25,15,26,19,0,0,0,0,0,0,5,0
111,01131,普通科目師資教育細學類,科學教育與應用學系,N 職,M 碩士,40,11,29,4,8,3,7,2,6,0,2,1,2,1,4,0,0,0,0
111,01131,普通科目師資教育細學類,科學教育與應用學系環境教育及管理碩士在職專班,N 職,M 碩士,29,5,24,2,7,1,8,1,6,1,3,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,科學教育與應用學系環境教育及管理碩士班,D 日,M 碩士,27,13,14,3,3,6,5,3,3,1,3,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,科學傳播學系數理課程與教學碩士在職專班,N 職,M 碩士,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,英語教學系,D 日,M 碩士,36,3,33,0,10,1,5,1,8,1,7,0,2,0,0,0,1,0,0
111,01131,普通科目師資教育細學類,英語教學系,D 日,M 碩士,45,8,37,1,10,1,9,1,10,3,1,1,3,1,4,0,0,0,0
111,01131,普通科目師資教育細學類,英語教學系,D 日,B 學士,142,44,98,8,16,12,26,10,29,11,24,0,0,0,0,0,0,3,3
111,01131,普通科目師資教育細學類,英語教學系,D 日,B 學士,174,51,123,12,33,11,24,9,27,13,27,0,0,0,0,0,0,6,12
111,01131,普通科目師資教育細學類,英語教學研究所,D 日,M 碩士,31,7,24,3,6,2,7,1,4,1,6,0,1,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,英語學系,D 日,M 碩士,20,3,17,1,4,1,6,1,5,0,2,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,健康促進與衛生教育學系,D 日,M 碩士,67,21,46,8,16,3,14,6,8,4,8,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,健康促進與衛生教育學系,D 日,B 學士,179,48,131,9,34,7,27,17,34,8,28,0,0,0,0,0,0,7,8
111,01131,普通科目師資教育細學類,國語文補救教學碩士在職專班,N 職,M 碩士,40,2,38,2,22,0,0,0,9,0,0,0,0,0,4,0,3,0,0
111,01131,普通科目師資教育細學類,教育學系,D 日,B 學士,192,53,139,9,36,11,30,17,30,11,38,0,0,0,0,0,0,5,5
111,01131,普通科目師資教育細學類,華語文教學碩士學位學程,D 日,M 碩士,17,6,11,2,3,3,1,0,2,1,5,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,華語文教學碩士學位學程,N 職,M 碩士,29,9,20,2,3,4,5,1,1,0,2,2,5,0,4,0,0,0,0
111,01131,普通科目師資教育細學類,華語教學碩士學位學程,D 日,M 碩士,59,7,52,5,14,2,17,0,10,0,11,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,語文教育學系,D 日,D 博士,31,8,23,0,5,1,3,3,1,1,4,0,5,2,2,1,3,0,0
111,01131,普通科目師資教育細學類,語文教育學系,D 日,M 碩士,32,4,28,0,7,2,8,1,6,0,7,0,0,1,0,0,0,0,0
111,01131,普通科目師資教育細學類,語文教育學系,D 日,B 學士,180,28,152,6,29,4,43,7,40,8,37,0,0,0,0,0,0,3,3
111,01131,普通科目師資教育細學類,語文教育學系,N 職,M 碩士,26,5,21,0,5,2,2,1,5,1,4,0,5,1,0,0,0,0,0
111,01131,普通科目師資教育細學類,語文教育學系華語文教學碩士班,D 日,M 碩士,39,9,30,3,6,3,10,2,7,1,7,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,數理教育研究所,D 日,M 碩士,76,42,34,15,7,12,13,10,11,5,2,0,1,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,數理教育研究所,N 職,M 碩士,76,20,56,3,12,4,12,5,14,5,8,3,5,0,1,0,4,0,0
111,01131,普通科目師資教育細學類,數理教育研究所數學教育教師碩士在職專班,N 職,M 碩士,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
111,01131,普通科目師資教育細學類,數學教育學系,D 日,M 碩士,25,15,10,3,1,7,1,3,2,2,2,0,3,0,1,0,0,0,0
111,01131,普通科目師資教育細學類,數學教育學系,D 日,B 學士,180,96,84,20,20,27,21,17,27,25,15,0,0,0,0,0,0,7,1
111,01131,普通科目師資教育細學類,數學教育學系,N 職,M 碩士,30,10,20,3,3,4,10,1,3,2,4,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,數學暨資訊教育學系,D 日,B 學士,239,126,113,36,28,36,22,24,33,24,28,0,0,0,0,0,0,6,2
111,01131,普通科目師資教育細學類,數學暨資訊教育學系人工智慧與資訊教育碩士在職專班,N 職,M 碩士,18,9,9,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,數學暨資訊教育學系人工智慧與資訊教育碩士班,D 日,M 碩士,9,8,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
111,01131,普通科目師資教育細學類,數學暨資訊教育學系數學教育教學碩士學位班,N 職,M 碩士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111,01131,普通科目師資教育細學類,數學暨資訊教育學系數學教育碩士在職專班,N 職,M 碩士,32,14,18,2,10,6,6,3,0,2,2,0,0,1,0,0,0,0,0
111,01131,普通科目師資教育細學類,數學暨資訊教育學系數學教育碩士班,D 日,M 碩士,26,15,11,2,3,4,3,5,2,2,3,1,0,1,0,0,0,0,0
111,01131,普通科目師資教育細學類,體育學系,D 日,M 碩士,34,15,19,3,10,6,2,1,5,4,0,1,1,0,1,0,0,0,0
111,01131,普通科目師資教育細學類,體育學系,D 日,B 學士,202,121,81,28,18,32,21,27,20,30,22,0,0,0,0,0,0,4,0
111,01131,普通科目師資教育細學類,體育學系,N 職,M 碩士,58,25,33,8,10,5,12,6,4,3,2,0,3,3,2,0,0,0,0
111,01141,專業科目師資教育細學類,人類發展與家庭學系,D 日,D 博士,32,3,29,0,4,0,5,0,4,0,2,1,4,0,6,2,4,0,0
111,01141,專業科目師資教育細學類,人類發展與家庭學系,D 日,M 碩士,72,8,64,3,19,2,22,1,14,2,9,0,0,0,0,0,0,0,0
111,01141,專業科目師資教育細學類,人類發展與家庭學系,D 日,B 學士,293,39,254,7,67,13,56,9,57,5,60,0,0,0,0,0,0,5,14
111,01141,專業科目師資教育細學類,人類發展與家庭學系幼兒教育碩士在職專班,N 職,M 碩士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111,01141,專業科目師資教育細學類,工業科技教育學系,D 日,D 博士,34,22,12,5,1,4,3,4,1,3,2,3,2,2,1,1,2,0,0
111,01141,專業科目師資教育細學類,工業科技教育學系,D 日,M 碩士,35,16,19,4,1,5,7,3,8,4,2,0,1,0,0,0,0,0,0
111,01141,專業科目師資教育細學類,工業科技教育學系,D 日,B 學士,155,111,44,30,10,26,9,22,13,28,9,0,0,0,0,0,0,5,3
111,01141,專業科目師資教育細學類,工業科技教育學系工業(生活)科技教學碩士班(暑期班),N 職,M 碩士,83,27,56,4,13,8,16,11,21,3,4,1,2,0,0,0,0,0,0
111,01141,專業科目師資教育細學類,工業科技教育學系科技教育碩士在職專班,N 職,M 碩士,44,27,17,10,7,10,5,3,3,1,2,2,0,1,0,0,0,0,0
111,01141,專業科目師資教育細學類,工業教育學系,D 日,D 博士,33,20,13,3,2,3,3,4,1,1,3,2,1,6,2,1,1,0,0
111,01141,專業科目師資教育細學類,工業教育學系,D 日,B 學士,125,114,11,32,2,25,4,22,3,32,2,0,0,0,0,0,0,3,0
